bowler,total_overs,total_runs,avg_economy,death_over,over,wide_runs,WoPerOver,noball_runs,NoPerOver,powerplay_over,wickets,values
BJ Hodge,39,310,7.94871794871795,3,39,9,0.23076923076923,0,0.0,6,18,0.16659026428181758
A Choudhary,17,144,8.47058823529411,4,17,6,0.352941176470588,1,0.0588235294117647,6,5,0.1664055604301361
M Santner,14,105,7.5,2,14,10,0.714285714285714,1,0.0714285714285714,4,4,0.16592221439726862
RE van der Merwe,74,515,6.95945945945946,16,74,12,0.162162162162162,0,0.0,6,25,0.16576381501851567
R Rampaul,44,319,7.25,9,44,8,0.181818181818181,2,0.0454545454545454,26,17,0.16570365922363933
CK Langeveldt,26,199,7.65384615384615,8,26,8,0.307692307692307,1,0.0384615384615384,14,13,0.16535881494946697
TS Mills,18,157,8.72222222222222,7,18,9,0.5,0,0.0,7,5,0.16516244093588622
BA Bhatt,50,408,8.16,11,50,7,0.14,1,0.02,16,13,0.16444235378276262
Washington Sundar,59,467,7.91525423728813,3,59,8,0.135593220338983,0,0.0,25,17,0.1640247984766454
K Gowtham,60,512,8.53333333333333,1,60,5,0.0833333333333333,0,0.0,34,12,0.16302656903779703
S Lamichhane,35,303,8.65714285714285,5,35,1,0.0285714285714285,0,0.0,12,14,0.16302411227643912
A Zampa,37,281,7.59459459459459,8,37,8,0.216216216216216,0,0.0,1,19,0.16268274845185496
MA Khote,5,52,10.4,2,5,0,0.0,0,0.0,0,2,0.16254113034700565
SS Agarwal,4,42,10.5,0,4,0,0.0,0,0.0,1,1,0.16190374414487324
J Syed Mohammad,32,286,8.9375,3,32,4,0.125,0,0.0,3,10,0.16180543583138618
S Kaushik,34,304,8.94117647058823,4,34,5,0.147058823529411,1,0.0294117647058823,3,6,0.16145770775789534
Gagandeep Singh,14,142,10.1428571428571,4,14,0,0.0,0,0.0,1,3,0.1613772532216585
AB McDonald,31,263,8.48387096774193,5,31,2,0.064516129032258,0,0.0,7,14,0.1609194466187405
P Parameswaran,27,226,8.37037037037037,7,27,4,0.148148148148148,1,0.037037037037037,6,9,0.1607559284108525
T Thushara,23,164,7.13043478260869,8,23,7,0.304347826086956,2,0.0869565217391304,10,10,0.1606565217197898
L Plunkett,25,235,9.4,8,25,4,0.16,0,0.0,7,4,0.1604711126763575
JE Taylor,20,167,8.35,9,20,4,0.2,1,0.05,8,6,0.1599982457607865
A Nel,3,31,10.3333333333333,1,3,0,0.0,0,0.0,1,1,0.159539178958213
T Natarajan,13,116,8.92307692307692,2,13,6,0.461538461538461,0,0.0,4,2,0.15942313695238175
SB Bangar,25,221,8.84,4,25,7,0.28,0,0.0,3,6,0.1590330752342996
D du Preez,7,56,8.0,1,7,0,0.0,1,0.142857142857142,3,4,0.1586361598017078
D Willey,10,98,9.8,3,10,1,0.1,0,0.0,4,2,0.1584065724163686
SB Wagh,17,147,8.64705882352941,2,17,6,0.352941176470588,0,0.0,15,5,0.15828581457217414
J Behrendorff,19,174,9.1578947368421,1,19,3,0.157894736842105,0,0.0,13,5,0.1578161239519914
AM Salvi,25,205,8.2,5,25,10,0.4,0,0.0,11,7,0.15738427485898848
SR Tendulkar,6,59,9.83333333333333,1,6,1,0.166666666666666,0,0.0,0,0,0.15668953765515772
WA Mota,12,98,8.16666666666666,4,12,2,0.166666666666666,1,0.0833333333333333,0,4,0.15627597878158664
Mohammad Hafeez,10,71,7.1,0,10,6,0.6,1,0.1,0,2,0.15608716721369764
Ankit Sharma,64,475,7.421875,5,64,14,0.21875,1,0.015625,24,13,0.1559610881965496
AM Nayar,39,323,8.28205128205128,1,39,11,0.282051282051282,0,0.0,1,9,0.15578082440163268
B Stanlake,24,204,8.5,1,24,6,0.25,0,0.0,14,7,0.15554290478481486
DP Vijaykumar,26,205,7.88461538461538,5,26,5,0.192307692307692,2,0.0769230769230769,17,4,0.15502837817221707
KP Appanna,36,291,8.08333333333333,2,36,8,0.222222222222222,0,0.0,3,11,0.15449293331057554
FY Fazal,2,20,10.0,2,2,0,0.0,0,0.0,0,1,0.15448571013177065
SC Ganguly,46,370,8.04347826086956,2,46,3,0.0652173913043478,1,0.0217391304347826,3,12,0.1541716499414533
S Kuggeleijn,8,73,9.125,4,8,2,0.25,0,0.0,1,2,0.15381289752754437
DJ Hooda,38,318,8.36842105263157,3,38,11,0.289473684210526,0,0.0,9,6,0.15340723133002093
B Akhil,32,246,7.6875,9,32,5,0.15625,2,0.0625,1,7,0.15188677012258447
S Badree,43,329,7.65116279069767,1,43,10,0.232558139534883,0,0.0,26,11,0.15188316856153655
Shahid Afridi,30,237,7.9,6,30,4,0.133333333333333,1,0.0333333333333333,4,9,0.1518589492619978
A Flintoff,11,106,9.63636363636363,4,11,0,0.0,0,0.0,2,2,0.15185395140246544
AD Mascarenhas,52,365,7.01923076923076,5,52,3,0.0576923076923077,0,0.0,28,19,0.1516204392137013
TL Suman,25,198,7.92,4,25,0,0.0,2,0.08,1,7,0.15138943385050882
Shoaib Ahmed,17,154,9.05882352941176,3,17,1,0.0588235294117647,0,0.0,3,5,0.1511622861618607
AA Chavan,42,339,8.07142857142857,3,42,8,0.19047619047619,0,0.0,24,8,0.15108371012537766
LH Ferguson,13,96,7.38461538461538,2,13,9,0.692307692307692,0,0.0,5,5,0.1509803130843967
MN Samuels,36,285,7.91666666666666,9,36,6,0.166666666666666,0,0.0,13,10,0.15085027183596014
Shoaib Akhtar,7,54,7.71428571428571,0,7,4,0.571428571428571,0,0.0,7,5,0.15083918326501566
T Shamsi,16,151,9.4375,3,16,0,0.0,0,0.0,0,3,0.15035480630497391
S Dhawan,8,72,9.0,0,8,1,0.125,0,0.0,3,4,0.15011045583722898
VS Malik,35,268,7.65714285714285,2,35,5,0.142857142857142,2,0.0571428571428571,21,6,0.14966538809431035
JD Ryder,40,314,7.85,5,40,6,0.15,0,0.0,1,11,0.14851208668503463
KP Pietersen,29,218,7.51724137931034,4,29,10,0.344827586206896,0,0.0,3,9,0.1472246982877686
K Upadhyay,9,81,9.0,0,9,2,0.222222222222222,0,0.0,6,0,0.14704613867126726
BAW Mendis,41,306,7.46341463414634,9,41,7,0.170731707317073,1,0.024390243902439,10,9,0.1468518272523369
M Ntini,35,257,7.34285714285714,6,35,2,0.0571428571428571,2,0.0571428571428571,26,8,0.14676998654807338
R Tewatia,50,361,7.22,4,50,5,0.1,0,0.0,2,16,0.1465349305574292
H Brar,5,48,9.6,0,5,0,0.0,0,0.0,2,0,0.14653464878763792
AG Murtaza,44,322,7.31818181818181,4,44,9,0.204545454545454,0,0.0,13,12,0.1462298775561585
GD McGrath,54,366,6.77777777777777,13,54,4,0.074074074074074,1,0.0185185185185185,37,14,0.14609986954866613
SB Styris,36,278,7.72222222222222,11,36,6,0.166666666666666,0,0.0,7,9,0.14552810974790256
PC Valthaty,26,207,7.96153846153846,4,26,6,0.23076923076923,0,0.0,0,7,0.14513522553757627
DB Ravi Teja,3,28,9.33333333333333,0,3,0,0.0,0,0.0,0,1,0.1439618620121301
RD Chahar,54,376,6.96296296296296,2,54,9,0.166666666666666,0,0.0,7,15,0.1439196616851871
TM Head,9,81,9.0,3,9,0,0.0,0,0.0,0,3,0.14344808728903702
AA Jhunjhunwala,15,130,8.66666666666666,1,15,3,0.2,0,0.0,5,1,0.14321459340387968
Swapnil Singh,10,90,9.0,0,10,1,0.1,0,0.0,0,1,0.14313850856429888
L Ngidi,26,175,6.73076923076923,10,26,7,0.269230769230769,0,0.0,15,13,0.1426484025039688
S Randiv,29,223,7.68965517241379,3,29,6,0.206896551724137,0,0.0,2,8,0.14210951729498525
Harmeet Singh (2),4,34,8.5,0,4,1,0.25,0,0.0,2,1,0.14162163329190278
Shivam Sharma,19,165,8.68421052631579,4,19,0,0.0,0,0.0,0,4,0.1410674231979813
FH Edwards,24,160,6.66666666666666,9,24,9,0.375,1,0.0416666666666666,13,6,0.14062134459820858
SE Bond,31,225,7.25806451612903,9,31,6,0.193548387096774,0,0.0,15,9,0.14016903945527864
AC Voges,9,76,8.44444444444444,1,9,2,0.222222222222222,0,0.0,2,1,0.1400503013818431
RJ Peterson,8,70,8.75,3,8,0,0.0,0,0.0,2,3,0.13991349578578835
P Sahu,18,152,8.44444444444444,3,18,2,0.111111111111111,0,0.0,1,3,0.13991138190652225
Parvez Rasool,33,273,8.27272727272727,0,33,3,0.0909090909090909,0,0.0,11,4,0.13979067955880728
N Rana,16,124,7.75,1,16,3,0.1875,0,0.0,3,7,0.1396657744846801
TM Dilshan,46,368,8.0,5,46,5,0.108695652173913,0,0.0,7,5,0.1391018623677096
D Short,3,27,9.0,0,3,0,0.0,0,0.0,0,1,0.1388893982440142
RV Gomez,16,130,8.125,2,16,1,0.0625,0,0.0,0,6,0.13825983271498576
PM Sarvesh Kumar,5,42,8.4,0,5,1,0.2,0,0.0,1,1,0.1379828095943549
DAJ Bracewell,4,32,8.0,1,4,1,0.25,0,0.0,1,3,0.1377909240253332
AS Raut,5,45,9.0,2,5,0,0.0,0,0.0,0,0,0.13751337826559956
M Lomror,3,27,9.0,0,3,0,0.0,0,0.0,0,0,0.13702769611635462
H Vihari,1,9,9.0,0,1,0,0.0,0,0.0,0,0,0.13695652173913042
M Ali,39,272,6.97435897435897,4,39,3,0.0769230769230769,0,0.0,5,13,0.13635528783623513
SM Pollock,46,307,6.67391304347826,1,46,4,0.0869565217391304,0,0.0,34,13,0.13623945191115064
Gurkeerat Singh,13,97,7.46153846153846,0,13,4,0.307692307692307,0,0.0,2,5,0.13589374322245792
R Parag,14,121,8.64285714285714,0,14,0,0.0,0,0.0,1,2,0.13586044859343635
JW Hastings,10,66,6.6,2,10,2,0.2,1,0.1,6,3,0.13567071199555517
KMDN Kulasekara,17,122,7.17647058823529,5,17,5,0.294117647058823,0,0.0,11,6,0.1354271335344525
AJ Finch,8,67,8.375,2,8,1,0.125,0,0.0,1,1,0.13512364414960323
RN ten Doeschate,13,94,7.23076923076923,1,13,6,0.461538461538461,0,0.0,0,3,0.1347143898099262
SM Boland,7,56,8.0,3,7,1,0.142857142857142,0,0.0,3,3,0.13433182258892626
K Goel,11,94,8.54545454545454,0,11,1,0.0909090909090909,0,0.0,0,0,0.13403176121418414
S Warrier,12,88,7.33333333333333,0,12,0,0.0,1,0.0833333333333333,9,2,0.1337497786967963
SS Mundhe,1,6,6.0,0,1,1,1.0,0,0.0,1,1,0.13331872170947173
LA Carseldine,1,6,6.0,0,1,1,1.0,0,0.0,1,1,0.13331872170947173
CJ McKay,7,60,8.57142857142857,2,7,0,0.0,0,0.0,2,1,0.13322985915149893
DJ Harris,3,26,8.66666666666666,1,3,0,0.0,0,0.0,0,0,0.13216248623424895
AL Menaria,19,144,7.57894736842105,4,19,4,0.210526315789473,0,0.0,8,3,0.1320289257797387
M Vijay,6,49,8.16666666666666,0,6,1,0.166666666666666,0,0.0,1,0,0.13127263668429281
Ankit Soni,19,145,7.63157894736842,1,19,3,0.157894736842105,0,0.0,1,4,0.13089581613320397
Mohammad Nabi,46,314,6.82608695652173,3,46,0,0.0,0,0.0,22,11,0.129935923470681
ND Doshi,10,79,7.9,2,10,1,0.1,0,0.0,3,2,0.12913360329637216
J Yadav,37,248,6.7027027027027,1,37,2,0.054054054054054,2,0.054054054054054,17,5,0.12836294595838177
SB Joshi,10,82,8.2,2,10,0,0.0,0,0.0,0,1,0.12737910329284136
DJ Muthuswami,14,108,7.71428571428571,1,14,0,0.0,0,0.0,12,4,0.12734006126513425
Tejas Baroka,4,33,8.25,1,4,0,0.0,0,0.0,1,0,0.12601016546844143
SMSM Senanayake,32,211,6.59375,4,32,3,0.09375,0,0.0,21,9,0.12598331832322518
C Nanda,8,58,7.25,1,8,2,0.25,0,0.0,0,2,0.12450585541813597
RS Gavaskar,1,8,8.0,1,1,0,0.0,0,0.0,0,0,0.12194638432079297
SA Yadav,1,8,8.0,0,1,0,0.0,0,0.0,1,0,0.1218918021905078
I Sodhi,31,207,6.67741935483871,2,31,1,0.032258064516129,0,0.0,2,9,0.12144601189722186
A Chandila,39,245,6.28205128205128,1,39,0,0.0,0,0.0,24,11,0.1212988451478843
JM Kemp,9,58,6.44444444444444,1,9,3,0.333333333333333,0,0.0,0,3,0.11747802396146069
PD Collingwood,15,101,6.73333333333333,4,15,1,0.0666666666666666,0,0.0,0,5,0.11576618160551735
C Munro,2,15,7.5,0,2,0,0.0,0,0.0,0,0,0.11416602197122079
BMAJ Mendis,5,36,7.2,0,5,0,0.0,0,0.0,0,1,0.1115692682734123
GR Napier,4,28,7.0,0,4,0,0.0,0,0.0,1,1,0.10864287457965585
GH Vihari,6,39,6.5,0,6,1,0.166666666666666,0,0.0,4,1,0.10823003523854832
NL McCullum,5,35,7.0,0,5,0,0.0,0,0.0,2,0,0.10696943139633355
KS Williamson,1,7,7.0,0,1,0,0.0,0,0.0,1,0,0.10667441088615998
T Henderson,6,41,6.83333333333333,3,6,0,0.0,0,0.0,0,1,0.10664690697512791
Y Gnaneswara Rao,1,7,7.0,0,1,0,0.0,0,0.0,0,0,0.10652173913043478
SS Sarkar,5,34,6.8,3,5,0,0.0,0,0.0,1,1,0.10625674516542945
MJ Clarke,11,72,6.54545454545454,1,11,0,0.0,0,0.0,0,3,0.10575297523811394
DJ Thornely,7,40,5.71428571428571,0,7,2,0.285714285714285,0,0.0,0,3,0.10418372268235308
NJ Rimmington,3,20,6.66666666666666,0,3,0,0.0,0,0.0,2,0,0.10182579325099331
M Manhas,7,42,6.0,1,7,0,0.0,0,0.0,0,0,0.0917251248437699
S Rana,3,18,6.0,1,3,0,0.0,0,0.0,0,0,0.09158277608932151
SN Khan,1,6,6.0,1,1,0,0.0,0,0.0,0,0,0.09151160171209731
S Dube,2,9,4.5,1,2,1,0.5,0,0.0,0,0,0.08872110194418768
NB Singh,4,18,4.5,0,4,1,0.25,0,0.0,4,1,0.08105741158596186
AM Rahane,1,5,5.0,0,1,0,0.0,0,0.0,0,1,0.07794865864939869
SPD Smith,1,5,5.0,1,1,0,0.0,0,0.0,0,0,0.07629421040774949
Sachin Baby,2,8,4.0,1,2,0,0.0,0,0.0,0,3,0.06669751267499249
AC Gilchrist,1,0,0.0,1,1,0,0.0,0,0.0,0,1,0.002068956013669937
