player,season,match_id,no.of runs
M Vijay,2012,313,2
M Vijay,2012,320,12
M Vijay,2012,324,8
M Vijay,2012,352,14
M Vijay,2012,355,42
M Vijay,2012,361,0
M Vijay,2012,364,49
M Vijay,2012,368,36
M Vijay,2012,371,10
M Vijay,2012,379,1
M Vijay,2012,380,119
M Vijay,2012,381,44
M Vijay,2013,386,5
M Vijay,2013,391,52
M Vijay,2013,396,3
M Vijay,2013,399,25
M Vijay,2013,404,18
M Vijay,2013,406,2
M Vijay,2013,410,3
M Vijay,2013,414,19
M Vijay,2013,430,2
M Vijay,2013,435,29
M Vijay,2013,442,57
M Vijay,2013,446,37
M Vijay,2013,452,32
M Vijay,2013,454,23
M Vijay,2013,457,18
M Vijay,2014,459,20
M Vijay,2014,463,1
M Vijay,2014,465,11
M Vijay,2014,469,54
M Vijay,2014,473,48
M Vijay,2014,480,13
M Vijay,2014,483,38
M Vijay,2014,485,25
M Vijay,2014,495,1
M Vijay,2014,502,6
M Vijay,2014,508,9
M Vijay,2015,520,40
M Vijay,2015,524,36
M Vijay,2015,528,21
M Vijay,2015,532,0
M Vijay,2015,536,22
M Vijay,2015,542,39
M Vijay,2015,544,12
M Vijay,2015,552,42
M Vijay,2015,557,2
M Vijay,2015,560,28
M Vijay,2015,564,24
M Vijay,2016,579,43
M Vijay,2016,583,1
M Vijay,2016,586,55
M Vijay,2016,589,26
M Vijay,2016,594,2
M Vijay,2016,597,19
M Vijay,2016,604,56
M Vijay,2016,608,11
M Vijay,2016,612,25
M Vijay,2016,615,94
M Vijay,2016,619,63
M Vijay,2016,622,6
M Vijay,2016,626,16
M Vijay,2016,629,59
M Vohra,2013,387,43
M Vohra,2013,391,16
M Vohra,2013,398,3
M Vohra,2013,400,17
M Vohra,2013,405,0
M Vohra,2013,409,22
M Vohra,2013,415,31
M Vohra,2013,421,1
M Vohra,2013,443,8
M Vohra,2013,450,20
M Vohra,2014,496,47
M Vohra,2014,502,47
M Vohra,2014,505,37
M Vohra,2014,509,26
M Vohra,2014,512,53
M Vohra,2014,514,26
M Vohra,2014,516,36
M Vohra,2014,517,69
M Vohra,2015,544,6
M Vohra,2015,548,1
M Vohra,2015,557,5
M Vohra,2015,560,40
M Vohra,2015,564,21
M Vohra,2015,566,11
M Vohra,2015,569,4
M Vohra,2016,579,40
M Vohra,2016,583,33
M Vohra,2016,586,51
M Vohra,2016,589,9
M Vohra,2016,594,26
M Vohra,2016,597,7
M Vohra,2016,608,2
M Vohra,2017,4,16
M Vohra,2017,8,35
M Vohra,2017,11,36
M Vohra,2017,15,3
M Vohra,2017,19,101
M Vohra,2017,26,2
M Vohra,2017,32,4
M Vohra,2017,42,25
M Vohra,2017,48,28
M de Lange,2014,508,1
MA Agarwal,2011,237,42
MA Agarwal,2011,242,0
MA Agarwal,2011,245,17
MA Agarwal,2011,248,7
MA Agarwal,2011,304,39
MA Agarwal,2011,306,45
MA Agarwal,2011,307,10
MA Agarwal,2012,312,16
MA Agarwal,2012,317,5
MA Agarwal,2012,320,47
MA Agarwal,2012,326,34
MA Agarwal,2012,329,12
MA Agarwal,2012,333,1
MA Agarwal,2012,338,16
MA Agarwal,2012,344,10
MA Agarwal,2012,350,7
MA Agarwal,2012,356,19
MA Agarwal,2012,367,66
MA Agarwal,2012,376,1
MA Agarwal,2013,383,1
MA Agarwal,2013,388,7
MA Agarwal,2013,392,7
MA Agarwal,2013,396,25
MA Agarwal,2013,432,29
MA Agarwal,2014,459,7
MA Agarwal,2014,463,28
MA Agarwal,2014,465,2
MA Agarwal,2014,489,25
MA Agarwal,2014,495,31
MA Agarwal,2014,498,17
MA Agarwal,2014,502,6
MA Agarwal,2014,512,2
MA Agarwal,2015,519,15
MA Agarwal,2015,523,37
MA Agarwal,2015,528,71
MA Agarwal,2015,531,1
MA Agarwal,2015,535,3
MA Agarwal,2015,539,1
MA Agarwal,2015,543,30
MA Agarwal,2015,548,57
MA Agarwal,2015,553,11
MA Agarwal,2015,556,0
MA Agarwal,2016,578,10
MA Agarwal,2016,618,10
MA Agarwal,2016,623,8
MA Agarwal,2017,2,8
MA Agarwal,2017,4,0
MA Agarwal,2017,9,21
MA Khote,2008,67,9
MA Khote,2008,69,8
MA Khote,2008,72,10
MA Starc,2014,471,19
MA Starc,2014,475,16
MA Starc,2014,481,5
MA Starc,2014,484,5
MA Starc,2014,488,30
MA Starc,2014,503,6
MA Starc,2014,506,13
MA Starc,2014,510,2
MA Starc,2015,538,9
MA Starc,2015,554,1
MA Starc,2015,575,1
MC Henriques,2009,121,6
MC Henriques,2009,146,30
MC Henriques,2009,154,2
MC Henriques,2010,189,11
MC Henriques,2013,388,44
MC Henriques,2013,420,25
MC Henriques,2013,426,27
MC Henriques,2013,429,0
MC Henriques,2013,432,7
MC Henriques,2013,438,28
MC Henriques,2013,441,11
MC Henriques,2013,448,16
MC Henriques,2013,452,13
MC Henriques,2014,487,11
MC Henriques,2014,496,0
MC Henriques,2015,537,7
MC Henriques,2015,544,30
MC Henriques,2015,551,19
MC Henriques,2015,555,41
MC Henriques,2015,558,20
MC Henriques,2015,561,76
MC Henriques,2015,564,28
MC Henriques,2015,568,62
MC Henriques,2015,572,13
MC Henriques,2016,580,20
MC Henriques,2016,584,7
MC Henriques,2016,588,22
MC Henriques,2016,594,5
MC Henriques,2016,598,2
MC Henriques,2016,603,31
MC Henriques,2016,610,15
MC Henriques,2016,613,1
MC Henriques,2016,616,10
MC Henriques,2016,618,0
MC Henriques,2016,628,19
MC Henriques,2016,631,11
MC Henriques,2016,634,31
MC Henriques,2016,635,11
MC Henriques,2016,636,4
MC Henriques,2017,1,52
MC Henriques,2017,6,53
MC Henriques,2017,14,13
MC Henriques,2017,19,10
MC Henriques,2017,21,12
MC Henriques,2017,25,58
MC Henriques,2017,32,7
MC Henriques,2017,39,25
MC Henriques,2017,43,4
MC Henriques,2017,47,45
MC Henriques,2017,52,4
MC Juneja,2013,382,8
MC Juneja,2013,385,23
MC Juneja,2013,390,57
MC Juneja,2013,394,15
MC Juneja,2013,401,19
MC Juneja,2013,404,2
MC Juneja,2013,443,14
MD Mishra,2010,189,2
MD Mishra,2010,199,18
MD Mishra,2010,204,29
MD Mishra,2010,207,6
MD Mishra,2010,214,9
MD Mishra,2010,216,23
MD Mishra,2010,220,42
MD Mishra,2010,225,26
MD Mishra,2010,229,25
MD Mishra,2010,232,2
MD Mishra,2010,233,0
MD Mishra,2011,244,37
MD Mishra,2011,250,7
MD Mishra,2011,254,13
MD Mishra,2011,262,9
MD Mishra,2011,264,2
MD Mishra,2012,362,4
MDKJ Perera,2013,385,15
MDKJ Perera,2013,393,0
MEK Hussey,2008,61,117
MEK Hussey,2008,67,5
MEK Hussey,2008,74,48
MEK Hussey,2010,211,15
MEK Hussey,2010,216,9
MEK Hussey,2010,224,15
MEK Hussey,2011,248,86
MEK Hussey,2011,252,8
MEK Hussey,2011,257,43
MEK Hussey,2011,262,63
MEK Hussey,2011,264,11
MEK Hussey,2011,272,50
MEK Hussey,2011,276,81
MEK Hussey,2011,281,17
MEK Hussey,2011,285,47
MEK Hussey,2011,289,5
MEK Hussey,2011,297,32
MEK Hussey,2011,302,5
MEK Hussey,2011,304,2
MEK Hussey,2011,307,69
MEK Hussey,2012,347,19
MEK Hussey,2012,361,20
MEK Hussey,2012,364,38
MEK Hussey,2012,368,61
MEK Hussey,2012,371,9
MEK Hussey,2012,379,50
MEK Hussey,2012,380,20
MEK Hussey,2012,381,56
MEK Hussey,2013,386,22
MEK Hussey,2013,391,87
MEK Hussey,2013,396,6
MEK Hussey,2013,404,70
MEK Hussey,2013,406,44
MEK Hussey,2013,410,91
MEK Hussey,2013,414,47
MEK Hussey,2013,418,95
MEK Hussey,2013,422,5
MEK Hussey,2013,425,36
MEK Hussey,2013,430,23
MEK Hussey,2013,435,70
MEK Hussey,2013,442,44
MEK Hussey,2013,446,27
MEK Hussey,2013,452,6
MEK Hussey,2013,454,87
MEK Hussey,2013,457,1
MEK Hussey,2014,458,3
MEK Hussey,2014,462,16
MEK Hussey,2014,470,1
MEK Hussey,2014,473,11
MEK Hussey,2014,501,58
MEK Hussey,2014,505,11
MEK Hussey,2014,508,57
MEK Hussey,2014,513,23
MEK Hussey,2014,515,41
MEK Hussey,2015,569,1
MEK Hussey,2015,573,18
MEK Hussey,2015,575,56
MEK Hussey,2015,576,6
MF Maharoof,2008,73,18
MF Maharoof,2008,93,40
MF Maharoof,2008,95,10
MF Maharoof,2008,98,19
MF Maharoof,2008,100,0
MF Maharoof,2008,104,14
MF Maharoof,2008,109,20
MF Maharoof,2008,115,6
MF Maharoof,2009,161,3
MF Maharoof,2009,167,18
MF Maharoof,2010,177,1
MF Maharoof,2010,183,29
MF Maharoof,2010,213,2
MF Maharoof,2010,218,1
MG Johnson,2013,403,11
MG Johnson,2013,417,9
MG Johnson,2013,434,15
MG Johnson,2013,447,2
MG Johnson,2013,454,6
MG Johnson,2013,457,1
MG Johnson,2014,466,6
MG Johnson,2014,472,0
MG Johnson,2014,479,0
MG Johnson,2014,486,11
MG Johnson,2014,488,17
MG Johnson,2014,491,15
MG Johnson,2014,514,10
MG Johnson,2014,516,1
MG Johnson,2015,520,0
MG Johnson,2015,524,4
MG Johnson,2015,532,1
MG Johnson,2015,536,14
MG Johnson,2015,542,1
MG Johnson,2015,544,5
MG Johnson,2015,552,8
MG Johnson,2015,557,2
MG Johnson,2016,583,5
MG Johnson,2016,597,1
MG Johnson,2017,24,7
MG Johnson,2017,59,14
MJ Clarke,2012,348,42
MJ Clarke,2012,351,14
MJ Clarke,2012,353,1
MJ Clarke,2012,358,18
MJ Clarke,2012,362,13
MJ Clarke,2012,375,16
MJ Guptill,2016,588,2
MJ Guptill,2016,623,52
MJ Guptill,2016,630,7
MJ Guptill,2017,32,23
MJ Guptill,2017,35,50
MJ Guptill,2017,42,9
MJ Guptill,2017,46,2
MJ Guptill,2017,48,12
MJ Guptill,2017,50,37
MJ Guptill,2017,54,0
MJ Lumb,2010,184,12
MJ Lumb,2010,187,0
MJ Lumb,2010,193,41
MJ Lumb,2010,195,50
MJ Lumb,2010,198,32
MJ Lumb,2010,203,0
MJ Lumb,2010,206,41
MJ Lumb,2010,210,15
MJ Lumb,2010,212,88
MJ Lumb,2010,219,9
MJ Lumb,2010,223,9
MJ Lumb,2011,292,0
MJ McClenaghan,2015,539,0
MJ McClenaghan,2015,541,1
MJ McClenaghan,2015,562,12
MJ McClenaghan,2016,577,2
MJ McClenaghan,2016,581,20
MJ McClenaghan,2016,613,8
MJ McClenaghan,2016,619,4
MJ McClenaghan,2017,12,0
MJ McClenaghan,2017,24,1
MJ McClenaghan,2017,34,1
MJ McClenaghan,2017,47,2
MJ McClenaghan,2017,56,13
MK Pandey,2008,75,1
MK Pandey,2008,113,3
MK Pandey,2009,134,2
MK Pandey,2009,171,115
MK Pandey,2009,173,50
MK Pandey,2009,174,5
MK Pandey,2010,178,1
MK Pandey,2010,181,39
MK Pandey,2010,184,42
MK Pandey,2010,188,41
MK Pandey,2010,192,26
MK Pandey,2010,197,40
MK Pandey,2010,202,5
MK Pandey,2010,205,30
MK Pandey,2010,214,3
MK Pandey,2010,220,0
MK Pandey,2010,223,14
MK Pandey,2010,226,16
MK Pandey,2010,231,7
MK Pandey,2011,262,12
MK Pandey,2011,264,10
MK Pandey,2011,268,20
MK Pandey,2011,271,32
MK Pandey,2011,277,62
MK Pandey,2011,284,36
MK Pandey,2011,286,49
MK Pandey,2011,295,23
MK Pandey,2011,298,16
MK Pandey,2012,310,0
MK Pandey,2012,315,14
MK Pandey,2012,321,0
MK Pandey,2012,332,13
MK Pandey,2012,339,84
MK Pandey,2012,341,24
MK Pandey,2012,348,0
MK Pandey,2012,353,18
MK Pandey,2012,362,0
MK Pandey,2013,384,15
MK Pandey,2013,387,0
MK Pandey,2013,399,10
MK Pandey,2013,402,7
MK Pandey,2013,439,30
MK Pandey,2013,445,67
MK Pandey,2013,451,11
MK Pandey,2014,458,70
MK Pandey,2014,463,58
MK Pandey,2014,468,5
MK Pandey,2014,472,9
MK Pandey,2014,476,28
MK Pandey,2014,478,1
MK Pandey,2014,482,1
MK Pandey,2014,485,23
MK Pandey,2014,491,36
MK Pandey,2014,497,15
MK Pandey,2014,500,35
MK Pandey,2014,504,19
MK Pandey,2014,506,14
MK Pandey,2014,511,3
MK Pandey,2014,514,24
MK Pandey,2014,517,96
MK Pandey,2015,518,40
MK Pandey,2015,522,23
MK Pandey,2015,527,4
MK Pandey,2015,532,12
MK Pandey,2015,535,0
MK Pandey,2015,537,33
MK Pandey,2015,545,22
MK Pandey,2015,547,15
MK Pandey,2015,555,33
MK Pandey,2015,560,24
MK Pandey,2015,567,1
MK Pandey,2015,570,22
MK Pandey,2016,578,15
MK Pandey,2016,581,54
MK Pandey,2016,584,11
MK Pandey,2016,589,12
MK Pandey,2016,606,9
MK Pandey,2016,614,0
MK Pandey,2016,621,20
MK Pandey,2016,624,54
MK Pandey,2016,627,1
MK Pandey,2016,631,50
MK Pandey,2016,634,38
MK Pandey,2017,7,84
MK Pandey,2017,11,26
MK Pandey,2017,14,47
MK Pandey,2017,18,76
MK Pandey,2017,23,24
MK Pandey,2017,27,15
MK Pandey,2017,31,5
MK Pandey,2017,36,40
MK Pandey,2017,40,37
MK Pandey,2017,45,4
MK Pandey,2017,48,18
MK Pandey,2017,53,34
MK Tiwary,2008,73,42
MK Tiwary,2008,76,11
MK Tiwary,2008,87,5
MK Tiwary,2008,95,10
MK Tiwary,2008,98,4
MK Tiwary,2008,109,36
MK Tiwary,2008,115,0
MK Tiwary,2009,125,9
MK Tiwary,2010,175,0
MK Tiwary,2010,178,51
MK Tiwary,2010,182,8
MK Tiwary,2010,187,11
MK Tiwary,2010,196,83
MK Tiwary,2010,200,0
MK Tiwary,2010,204,5
MK Tiwary,2010,208,35
MK Tiwary,2010,213,27
MK Tiwary,2010,217,0
MK Tiwary,2010,222,32
MK Tiwary,2011,235,28
MK Tiwary,2011,240,32
MK Tiwary,2011,251,32
MK Tiwary,2011,255,47
MK Tiwary,2011,266,64
MK Tiwary,2011,270,36
MK Tiwary,2011,275,36
MK Tiwary,2011,278,1
MK Tiwary,2011,281,16
MK Tiwary,2011,291,22
MK Tiwary,2011,298,24
MK Tiwary,2011,303,35
MK Tiwary,2011,305,4
MK Tiwary,2012,309,0
MK Tiwary,2012,314,61
MK Tiwary,2012,317,2
MK Tiwary,2012,322,24
MK Tiwary,2012,325,20
MK Tiwary,2012,337,32
MK Tiwary,2012,344,1
MK Tiwary,2012,347,13
MK Tiwary,2012,353,6
MK Tiwary,2012,357,12
MK Tiwary,2012,363,28
MK Tiwary,2012,368,12
MK Tiwary,2012,370,44
MK Tiwary,2012,375,8
MK Tiwary,2012,381,9
MK Tiwary,2013,382,23
MK Tiwary,2013,389,14
MK Tiwary,2013,392,23
MK Tiwary,2013,400,2
MK Tiwary,2013,406,14
MK Tiwary,2013,413,34
MK Tiwary,2013,437,18
MK Tiwary,2013,441,24
MK Tiwary,2013,445,0
MK Tiwary,2014,459,1
MK Tiwary,2014,463,8
MK Tiwary,2014,465,0
MK Tiwary,2014,469,23
MK Tiwary,2014,498,65
MK Tiwary,2014,502,10
MK Tiwary,2014,508,43
MK Tiwary,2014,512,9
MK Tiwary,2015,535,34
MK Tiwary,2015,545,27
MK Tiwary,2017,4,40
MK Tiwary,2017,13,32
MK Tiwary,2017,17,28
MK Tiwary,2017,25,17
MK Tiwary,2017,28,22
MK Tiwary,2017,29,1
MK Tiwary,2017,33,46
MK Tiwary,2017,38,1
MK Tiwary,2017,40,8
MK Tiwary,2017,43,9
MK Tiwary,2017,51,66
MK Tiwary,2017,56,60
MK Tiwary,2017,59,8
ML Hayden,2008,61,27
ML Hayden,2008,67,89
ML Hayden,2008,71,80
ML Hayden,2008,74,15
ML Hayden,2009,118,44
ML Hayden,2009,122,75
ML Hayden,2009,125,62
ML Hayden,2009,131,52
ML Hayden,2009,137,1
ML Hayden,2009,141,31
ML Hayden,2009,144,46
ML Hayden,2009,149,94
ML Hayden,2009,152,52
ML Hayden,2009,159,63
ML Hayden,2009,162,80
ML Hayden,2009,173,26
ML Hayden,2010,179,17
ML Hayden,2010,182,1
ML Hayden,2010,185,97
ML Hayden,2010,190,36
ML Hayden,2010,192,36
ML Hayden,2010,194,23
ML Hayden,2010,198,19
ML Hayden,2010,202,14
ML Hayden,2010,206,34
ML Hayden,2010,211,38
ML Hayden,2010,216,20
ML Hayden,2010,222,0
ML Hayden,2010,224,1
ML Hayden,2010,228,5
ML Hayden,2010,232,9
ML Hayden,2010,234,18
MM Patel,2008,86,0
MM Patel,2009,119,0
MM Patel,2009,137,0
MM Patel,2009,155,5
MM Patel,2009,165,23
MM Patel,2009,168,5
MM Patel,2010,184,1
MM Patel,2010,187,4
MM Patel,2011,287,0
MM Patel,2012,310,1
MM Patel,2012,327,1
MM Patel,2017,52,0
MM Sharma,2013,430,0
MM Sharma,2013,457,0
MM Sharma,2014,516,1
MM Sharma,2015,519,2
MM Sharma,2015,527,0
MM Sharma,2015,538,2
MM Sharma,2015,573,3
MM Sharma,2015,576,21
MM Sharma,2016,583,16
MM Sharma,2016,589,1
MM Sharma,2016,604,1
MM Sharma,2016,608,1
MM Sharma,2016,626,15
MM Sharma,2017,11,10
MM Sharma,2017,15,13
MM Sharma,2017,19,11
MM Sharma,2017,26,4
MM Sharma,2017,32,2
MM Sharma,2017,42,6
MM Sharma,2017,54,6
MN Samuels,2012,310,4
MN Samuels,2012,315,50
MN Samuels,2012,321,4
MN Samuels,2012,324,10
MN Samuels,2012,329,34
MN Samuels,2012,332,29
MN Samuels,2012,341,4
MN Samuels,2012,348,1
MN Samuels,2013,384,5
MN Samuels,2013,387,3
MN Samuels,2017,44,1
MN Samuels,2017,49,1
MN Samuels,2017,51,28
MN Samuels,2017,55,0
MN van Wyk,2009,134,44
MN van Wyk,2009,138,35
MN van Wyk,2009,142,20
MN van Wyk,2009,146,75
MN van Wyk,2009,154,1
MP Stoinis,2016,579,35
MP Stoinis,2016,604,29
MP Stoinis,2016,608,0
MP Stoinis,2016,612,56
MP Stoinis,2016,615,34
MP Stoinis,2017,11,10
MP Stoinis,2017,22,1
MP Stoinis,2017,26,7
MR Marsh,2010,225,18
MR Marsh,2010,229,13
MR Marsh,2011,264,12
MR Marsh,2011,284,2
MR Marsh,2011,295,37
MR Marsh,2013,384,7
MR Marsh,2013,387,16
MR Marsh,2013,395,38
MR Marsh,2013,399,3
MR Marsh,2013,402,14
MR Marsh,2013,411,26
MR Marsh,2013,431,36
MR Marsh,2013,437,5
MR Marsh,2016,582,7
MS Bisla,2010,177,3
MS Bisla,2010,181,82
MS Bisla,2010,186,0
MS Bisla,2010,190,7
MS Bisla,2010,193,37
MS Bisla,2010,196,26
MS Bisla,2010,201,15
MS Bisla,2010,205,33
MS Bisla,2010,208,18
MS Bisla,2010,212,21
MS Bisla,2011,235,27
MS Bisla,2011,240,21
MS Bisla,2011,246,3
MS Bisla,2011,251,10
MS Bisla,2011,255,20
MS Bisla,2012,317,47
MS Bisla,2012,322,37
MS Bisla,2012,325,31
MS Bisla,2012,330,13
MS Bisla,2012,337,12
MS Bisla,2012,363,1
MS Bisla,2012,381,93
MS Bisla,2013,382,4
MS Bisla,2013,389,4
MS Bisla,2013,392,2
MS Bisla,2013,397,29
MS Bisla,2013,400,0
MS Bisla,2013,415,52
MS Bisla,2013,418,108
MS Bisla,2013,424,5
MS Bisla,2013,427,36
MS Bisla,2013,434,18
MS Bisla,2013,437,12
MS Bisla,2013,441,0
MS Bisla,2013,445,7
MS Bisla,2013,453,20
MS Bisla,2014,476,3
MS Bisla,2015,534,20
MS Bisla,2015,538,17
MS Dhoni,2008,61,2
MS Dhoni,2008,67,32
MS Dhoni,2008,71,43
MS Dhoni,2008,74,66
MS Dhoni,2008,79,33
MS Dhoni,2008,83,1
MS Dhoni,2008,85,24
MS Dhoni,2008,87,35
MS Dhoni,2008,91,64
MS Dhoni,2008,96,47
MS Dhoni,2008,107,4
MS Dhoni,2008,110,12
MS Dhoni,2008,114,40
MS Dhoni,2008,117,30
MS Dhoni,2009,118,36
MS Dhoni,2009,122,17
MS Dhoni,2009,125,5
MS Dhoni,2009,131,24
MS Dhoni,2009,137,22
MS Dhoni,2009,141,7
MS Dhoni,2009,144,60
MS Dhoni,2009,149,56
MS Dhoni,2009,159,19
MS Dhoni,2009,162,24
MS Dhoni,2009,166,43
MS Dhoni,2009,169,2
MS Dhoni,2009,173,28
MS Dhoni,2010,179,43
MS Dhoni,2010,182,67
MS Dhoni,2010,198,24
MS Dhoni,2010,202,15
MS Dhoni,2010,206,0
MS Dhoni,2010,211,31
MS Dhoni,2010,216,7
MS Dhoni,2010,224,0
MS Dhoni,2010,228,57
MS Dhoni,2010,232,34
MS Dhoni,2010,234,22
MS Dhoni,2011,235,29
MS Dhoni,2011,243,44
MS Dhoni,2011,248,22
MS Dhoni,2011,252,15
MS Dhoni,2011,257,3
MS Dhoni,2011,262,26
MS Dhoni,2011,272,23
MS Dhoni,2011,285,41
MS Dhoni,2011,289,64
MS Dhoni,2011,297,9
MS Dhoni,2011,302,70
MS Dhoni,2011,304,29
MS Dhoni,2011,307,22
MS Dhoni,2012,308,4
MS Dhoni,2012,313,8
MS Dhoni,2012,318,11
MS Dhoni,2012,320,44
MS Dhoni,2012,324,27
MS Dhoni,2012,332,28
MS Dhoni,2012,334,15
MS Dhoni,2012,343,1
MS Dhoni,2012,347,36
MS Dhoni,2012,352,37
MS Dhoni,2012,355,26
MS Dhoni,2012,361,11
MS Dhoni,2012,368,28
MS Dhoni,2012,371,6
MS Dhoni,2012,379,51
MS Dhoni,2012,380,23
MS Dhoni,2012,381,15
MS Dhoni,2013,386,55
MS Dhoni,2013,396,36
MS Dhoni,2013,399,10
MS Dhoni,2013,404,45
MS Dhoni,2013,406,9
MS Dhoni,2013,410,23
MS Dhoni,2013,414,69
MS Dhoni,2013,418,20
MS Dhoni,2013,422,45
MS Dhoni,2013,425,2
MS Dhoni,2013,430,10
MS Dhoni,2013,435,5
MS Dhoni,2013,442,2
MS Dhoni,2013,446,59
MS Dhoni,2013,452,25
MS Dhoni,2013,457,67
MS Dhoni,2014,460,26
MS Dhoni,2014,465,33
MS Dhoni,2014,467,5
MS Dhoni,2014,470,18
MS Dhoni,2014,474,14
MS Dhoni,2014,478,25
MS Dhoni,2014,483,12
MS Dhoni,2014,486,23
MS Dhoni,2014,490,26
MS Dhoni,2014,494,27
MS Dhoni,2014,499,7
MS Dhoni,2014,504,22
MS Dhoni,2014,507,61
MS Dhoni,2014,510,53
MS Dhoni,2014,516,50
MS Dhoni,2015,519,31
MS Dhoni,2015,521,53
MS Dhoni,2015,527,1
MS Dhoni,2015,530,3
MS Dhoni,2015,533,32
MS Dhoni,2015,538,14
MS Dhoni,2015,542,43
MS Dhoni,2015,547,7
MS Dhoni,2015,551,21
MS Dhoni,2015,554,29
MS Dhoni,2015,559,39
MS Dhoni,2015,563,13
MS Dhoni,2015,565,32
MS Dhoni,2015,569,25
MS Dhoni,2015,573,0
MS Dhoni,2015,575,29
MS Dhoni,2015,576,18
MS Dhoni,2016,582,23
MS Dhoni,2016,586,1
MS Dhoni,2016,592,43
MS Dhoni,2016,596,27
MS Dhoni,2016,598,5
MS Dhoni,2016,601,32
MS Dhoni,2016,605,25
MS Dhoni,2016,609,28
MS Dhoni,2016,611,10
MS Dhoni,2016,616,31
MS Dhoni,2016,621,10
MS Dhoni,2016,629,68
MS Dhoni,2017,2,12
MS Dhoni,2017,4,7
MS Dhoni,2017,9,11
MS Dhoni,2017,13,6
MS Dhoni,2017,17,30
MS Dhoni,2017,25,62
MS Dhoni,2017,28,7
MS Dhoni,2017,29,23
MS Dhoni,2017,33,22
MS Dhoni,2017,38,30
MS Dhoni,2017,40,5
MS Dhoni,2017,43,34
MS Dhoni,2017,51,5
MS Dhoni,2017,56,43
MS Dhoni,2017,59,10
MS Gony,2008,83,1
MS Gony,2008,85,15
MS Gony,2008,87,14
MS Gony,2008,107,5
MS Gony,2008,110,3
MS Gony,2009,125,6
MS Gony,2009,169,7
MS Gony,2010,190,3
MS Gony,2011,249,0
MS Gony,2011,265,1
MS Gony,2012,313,4
MS Gony,2013,400,43
MS Gony,2013,421,0
MS Gony,2013,425,0
MS Gony,2013,436,4
MS Wade,2011,250,3
MS Wade,2011,263,8
MS Wade,2011,301,12
MV Boucher,2008,60,10
MV Boucher,2008,63,40
MV Boucher,2008,70,4
MV Boucher,2008,74,4
MV Boucher,2008,76,32
MV Boucher,2008,88,53
MV Boucher,2008,90,18
MV Boucher,2008,94,40
MV Boucher,2008,107,17
MV Boucher,2008,111,16
MV Boucher,2009,129,37
MV Boucher,2009,134,26
MV Boucher,2009,139,2
MV Boucher,2009,148,6
MV Boucher,2009,153,52
MV Boucher,2009,156,15
MV Boucher,2009,159,5
MV Boucher,2009,167,11
MV Boucher,2009,174,5
MV Boucher,2010,192,11
MV Boucher,2010,197,2
MV Boucher,2011,278,5
MV Boucher,2011,291,5
Mandeep Singh,2010,196,4
Mandeep Singh,2010,200,0
Mandeep Singh,2011,284,6
Mandeep Singh,2011,287,8
Mandeep Singh,2011,290,16
Mandeep Singh,2011,293,11
Mandeep Singh,2011,300,7
Mandeep Singh,2012,311,35
Mandeep Singh,2012,315,27
Mandeep Singh,2012,321,10
Mandeep Singh,2012,325,40
Mandeep Singh,2012,330,6
Mandeep Singh,2012,333,21
Mandeep Singh,2012,336,24
Mandeep Singh,2012,340,22
Mandeep Singh,2012,343,59
Mandeep Singh,2012,350,45
Mandeep Singh,2012,354,7
Mandeep Singh,2012,359,78
Mandeep Singh,2012,366,28
Mandeep Singh,2012,369,22
Mandeep Singh,2012,371,25
Mandeep Singh,2012,374,0
Mandeep Singh,2013,387,32
Mandeep Singh,2013,391,10
Mandeep Singh,2013,398,6
Mandeep Singh,2013,400,42
Mandeep Singh,2013,405,11
Mandeep Singh,2013,409,78
Mandeep Singh,2013,415,26
Mandeep Singh,2013,421,10
Mandeep Singh,2013,425,16
Mandeep Singh,2013,436,0
Mandeep Singh,2013,440,0
Mandeep Singh,2013,443,26
Mandeep Singh,2013,448,16
Mandeep Singh,2013,450,1
Mandeep Singh,2014,486,3
Mandeep Singh,2014,488,26
Mandeep Singh,2014,491,0
Mandeep Singh,2015,522,6
Mandeep Singh,2015,525,0
Mandeep Singh,2015,546,29
Mandeep Singh,2015,550,45
Mandeep Singh,2015,566,21
Mandeep Singh,2015,568,1
Mandeep Singh,2015,574,57
Mandeep Singh,2015,575,4
Mandeep Singh,2017,1,24
Mandeep Singh,2017,5,12
Mandeep Singh,2017,8,28
Mandeep Singh,2017,12,0
Mandeep Singh,2017,17,0
Mandeep Singh,2017,27,1
Mandeep Singh,2017,30,12
Mandeep Singh,2017,37,17
Mandeep Singh,2017,42,46
Mandeep Singh,2017,45,53
Mashrafe Mortaza,2009,163,2
Misbah-ul-Haq,2008,80,36
Misbah-ul-Haq,2008,84,13
Misbah-ul-Haq,2008,90,0
Misbah-ul-Haq,2008,94,21
Misbah-ul-Haq,2008,101,0
Misbah-ul-Haq,2008,104,47
Misbah-ul-Haq,2008,107,4
Misbah-ul-Haq,2008,111,3
Mohammad Ashraful,2009,170,5
Mohammad Asif,2008,82,0
Mohammad Asif,2008,115,3
Mohammad Hafeez,2008,60,5
Mohammad Hafeez,2008,64,14
Mohammad Hafeez,2008,71,17
Mohammad Hafeez,2008,75,2
Mohammad Hafeez,2008,81,13
Mohammad Hafeez,2008,99,6
Mohammad Hafeez,2008,103,7
Mohammad Hafeez,2008,105,5
Mohammad Nabi,2017,19,2
Mohammed Shami,2013,389,5
Mohammed Shami,2014,465,2
