player,season,match_id,no.of runs
AT Rayudu,2014,505,17
AT Rayudu,2014,508,2
AT Rayudu,2014,513,31
AT Rayudu,2014,515,2
AT Rayudu,2015,518,0
AT Rayudu,2015,524,14
AT Rayudu,2015,530,30
AT Rayudu,2015,534,0
AT Rayudu,2015,539,31
AT Rayudu,2015,541,7
AT Rayudu,2015,549,53
AT Rayudu,2015,552,4
AT Rayudu,2015,556,49
AT Rayudu,2015,559,34
AT Rayudu,2015,562,15
AT Rayudu,2015,567,2
AT Rayudu,2015,573,11
AT Rayudu,2015,576,36
AT Rayudu,2016,577,23
AT Rayudu,2016,585,21
AT Rayudu,2016,588,56
AT Rayudu,2016,590,32
AT Rayudu,2016,593,25
AT Rayudu,2016,597,65
AT Rayudu,2016,600,34
AT Rayudu,2016,605,22
AT Rayudu,2016,613,6
AT Rayudu,2016,617,45
AT Rayudu,2016,619,0
AT Rayudu,2016,623,14
AT Rayudu,2017,2,11
AT Rayudu,2017,53,63
AT Rayudu,2017,56,0
AT Rayudu,2017,58,7
AT Rayudu,2017,59,13
AUK Pathan,2011,237,13
AUK Pathan,2011,242,0
AUK Pathan,2011,248,15
AUK Pathan,2011,280,0
AUK Pathan,2011,296,7
AUK Pathan,2012,350,3
AUK Pathan,2012,356,4
Abdur Razzak,2008,101,0
Anirudh Singh,2010,175,14
Anirudh Singh,2010,186,0
Anirudh Singh,2010,210,9
Anirudh Singh,2010,233,43
Ankit Sharma,2012,313,15
Ankit Sharma,2012,316,1
Ankit Sharma,2012,323,1
Ankit Sharma,2012,337,1
Ankit Sharma,2014,494,30
Ankit Sharma,2014,501,5
Ankit Sharma,2015,563,0
Ankit Sharma,2015,574,7
Ankit Sharma,2016,592,3
Ankit Sharma,2017,13,26
Ankit Soni,2017,34,7
Ankit Soni,2017,38,0
Ankit Soni,2017,52,2
Anureet Singh,2015,520,1
Anureet Singh,2015,532,1
Anureet Singh,2015,542,11
Anureet Singh,2015,544,0
Anureet Singh,2015,548,8
Anureet Singh,2015,557,0
Anureet Singh,2017,32,15
Azhar Mahmood,2012,333,33
Azhar Mahmood,2012,336,11
Azhar Mahmood,2012,343,19
Azhar Mahmood,2012,350,2
Azhar Mahmood,2012,354,27
Azhar Mahmood,2012,359,14
Azhar Mahmood,2012,366,32
Azhar Mahmood,2012,369,9
Azhar Mahmood,2012,371,9
Azhar Mahmood,2012,374,36
Azhar Mahmood,2013,391,8
Azhar Mahmood,2013,398,23
Azhar Mahmood,2013,400,0
Azhar Mahmood,2013,405,4
Azhar Mahmood,2013,409,1
Azhar Mahmood,2013,412,13
Azhar Mahmood,2013,415,2
Azhar Mahmood,2013,421,13
Azhar Mahmood,2013,429,63
Azhar Mahmood,2013,450,83
Azhar Mahmood,2015,570,7
B Akhil,2008,60,0
B Akhil,2008,63,4
B Akhil,2008,74,3
B Akhil,2008,80,27
B Akhil,2008,90,5
B Akhil,2008,104,3
B Akhil,2008,107,7
B Akhil,2009,119,9
B Akhil,2009,129,9
B Akhil,2009,159,0
B Akhil,2011,269,13
B Chipli,2008,74,9
B Chipli,2008,104,3
B Chipli,2008,111,10
B Chipli,2011,236,6
B Chipli,2011,240,51
B Chipli,2011,245,61
B Chipli,2011,249,14
B Chipli,2011,253,5
B Chipli,2011,260,7
B Chipli,2011,265,4
B Chipli,2011,272,17
B Chipli,2011,275,12
B Chipli,2011,279,1
B Chipli,2011,286,18
B Chipli,2011,292,10
B Chipli,2011,295,5
B Chipli,2012,313,10
B Chipli,2012,316,1
B Chipli,2012,323,25
B Chipli,2012,346,1
B Chipli,2013,451,22
B Kumar,2011,295,1
B Kumar,2012,310,2
B Kumar,2012,332,4
B Kumar,2012,341,7
B Kumar,2012,351,10
B Kumar,2012,353,11
B Kumar,2012,362,2
B Kumar,2012,365,3
B Kumar,2012,375,3
B Kumar,2013,384,3
B Kumar,2013,387,8
B Kumar,2013,395,6
B Kumar,2013,402,0
B Kumar,2013,411,6
B Kumar,2013,422,25
B Kumar,2013,426,2
B Kumar,2013,437,1
B Kumar,2013,439,2
B Kumar,2014,466,1
B Kumar,2014,487,1
B Kumar,2015,541,6
B Kumar,2015,555,11
B Kumar,2015,572,0
B Kumar,2016,584,1
B Kumar,2016,598,22
B Kumar,2016,616,1
B Kumar,2016,618,1
B Kumar,2016,628,13
B Kumar,2016,631,5
B Kumar,2016,634,1
B Kumar,2016,636,1
B Kumar,2017,10,4
B Kumar,2017,43,0
B Laughlin,2013,386,0
B Laughlin,2013,430,4
B Lee,2008,65,0
B Lee,2008,69,19
B Lee,2008,73,1
B Lee,2009,151,14
B Lee,2009,157,9
B Lee,2009,164,2
B Lee,2009,169,6
B Lee,2010,196,8
B Lee,2010,201,4
B Lee,2010,205,1
B Lee,2011,255,1
B Lee,2011,266,1
B Lee,2011,278,1
B Lee,2011,305,2
B Lee,2012,309,9
B Lee,2012,314,26
B Lee,2012,317,8
B Lee,2013,389,5
B Lee,2013,424,16
B Sumanth,2010,220,6
B Sumanth,2010,225,6
B Sumanth,2010,229,7
B Sumanth,2010,232,17
BA Bhatt,2011,300,0
BA Bhatt,2012,325,6
BA Stokes,2017,2,22
BA Stokes,2017,4,53
BA Stokes,2017,9,2
BA Stokes,2017,13,25
BA Stokes,2017,17,2
BA Stokes,2017,25,10
BA Stokes,2017,28,17
BA Stokes,2017,38,105
BA Stokes,2017,40,14
BA Stokes,2017,43,40
BA Stokes,2017,51,34
BAW Mendis,2009,132,0
BAW Mendis,2010,217,1
BAW Mendis,2013,426,2
BB McCullum,2008,60,169
BB McCullum,2008,64,5
BB McCullum,2008,71,25
BB McCullum,2008,75,1
BB McCullum,2009,121,1
BB McCullum,2009,123,22
BB McCullum,2009,126,5
BB McCullum,2009,132,3
BB McCullum,2009,134,0
BB McCullum,2009,138,5
BB McCullum,2009,142,21
BB McCullum,2009,146,38
BB McCullum,2009,154,7
BB McCullum,2009,156,90
BB McCullum,2009,163,22
BB McCullum,2009,166,86
BB McCullum,2009,168,9
BB McCullum,2010,213,7
BB McCullum,2010,217,51
BB McCullum,2010,222,0
BB McCullum,2010,227,6
BB McCullum,2010,230,72
BB McCullum,2011,237,46
BB McCullum,2011,244,0
BB McCullum,2011,247,86
BB McCullum,2011,252,48
BB McCullum,2011,255,23
BB McCullum,2011,265,0
BB McCullum,2011,269,13
BB McCullum,2011,274,45
BB McCullum,2011,278,2
BB McCullum,2011,283,23
BB McCullum,2011,290,43
BB McCullum,2011,294,32
BB McCullum,2011,297,37
BB McCullum,2012,309,10
BB McCullum,2012,314,2
BB McCullum,2012,330,17
BB McCullum,2012,337,10
BB McCullum,2012,344,44
BB McCullum,2012,347,2
BB McCullum,2012,353,48
BB McCullum,2012,357,58
BB McCullum,2012,368,38
BB McCullum,2012,370,1
BB McCullum,2012,375,41
BB McCullum,2012,378,33
BB McCullum,2013,418,6
BB McCullum,2014,460,75
BB McCullum,2014,465,9
BB McCullum,2014,467,7
BB McCullum,2014,470,73
BB McCullum,2014,474,41
BB McCullum,2014,478,57
BB McCullum,2014,483,32
BB McCullum,2014,486,35
BB McCullum,2014,490,14
BB McCullum,2014,494,6
BB McCullum,2014,499,19
BB McCullum,2014,504,29
BB McCullum,2014,515,15
BB McCullum,2014,516,12
BB McCullum,2015,519,4
BB McCullum,2015,521,107
BB McCullum,2015,527,38
BB McCullum,2015,530,50
BB McCullum,2015,533,12
BB McCullum,2015,538,8
BB McCullum,2015,542,73
BB McCullum,2015,547,21
BB McCullum,2015,551,12
BB McCullum,2015,554,20
BB McCullum,2015,559,23
BB McCullum,2015,563,88
BB McCullum,2015,565,11
BB McCullum,2015,569,6
BB McCullum,2016,579,0
BB McCullum,2016,582,53
BB McCullum,2016,585,6
BB McCullum,2016,591,18
BB McCullum,2016,595,48
BB McCullum,2016,599,61
BB McCullum,2016,601,45
BB McCullum,2016,604,1
BB McCullum,2016,607,1
BB McCullum,2016,610,9
BB McCullum,2016,614,29
BB McCullum,2016,620,12
BB McCullum,2016,627,12
BB McCullum,2016,630,51
BB McCullum,2016,633,1
BB McCullum,2016,635,34
BB McCullum,2017,3,36
BB McCullum,2017,6,6
BB McCullum,2017,13,51
BB McCullum,2017,16,65
BB McCullum,2017,20,76
BB McCullum,2017,23,34
BB McCullum,2017,26,6
BB McCullum,2017,30,3
BB McCullum,2017,34,9
BB McCullum,2017,38,47
BB McCullum,2017,41,1
BB Samantray,2012,348,2
BB Samantray,2013,402,37
BB Samantray,2013,405,10
BB Samantray,2013,432,2
BB Samantray,2013,440,0
BB Samantray,2013,449,61
BB Samantray,2013,453,5
BB Samantray,2013,455,15
BB Sran,2016,616,1
BB Sran,2016,618,2
BB Sran,2016,631,2
BCJ Cutting,2014,498,9
BCJ Cutting,2016,622,19
BCJ Cutting,2016,634,0
BCJ Cutting,2016,635,8
BCJ Cutting,2016,636,47
BCJ Cutting,2017,1,16
BCJ Cutting,2017,10,21
BCJ Cutting,2017,14,15
BE Hendricks,2014,505,0
BE Hendricks,2015,569,1
BJ Haddin,2011,258,18
BJ Hodge,2008,78,1
BJ Hodge,2008,81,1
BJ Hodge,2008,88,11
BJ Hodge,2009,121,33
BJ Hodge,2009,123,10
BJ Hodge,2009,126,5
BJ Hodge,2009,132,25
BJ Hodge,2009,134,18
BJ Hodge,2009,138,78
BJ Hodge,2009,142,72
BJ Hodge,2009,146,10
BJ Hodge,2009,154,0
BJ Hodge,2009,163,49
BJ Hodge,2009,166,71
BJ Hodge,2009,168,6
BJ Hodge,2010,175,16
BJ Hodge,2010,178,52
BJ Hodge,2010,182,0
BJ Hodge,2010,187,37
BJ Hodge,2011,237,33
BJ Hodge,2011,244,41
BJ Hodge,2011,247,11
BJ Hodge,2011,252,19
BJ Hodge,2011,255,2
BJ Hodge,2011,261,9
BJ Hodge,2011,265,1
BJ Hodge,2011,269,27
BJ Hodge,2011,274,25
BJ Hodge,2011,278,37
BJ Hodge,2011,283,6
BJ Hodge,2011,290,4
BJ Hodge,2011,294,38
BJ Hodge,2011,297,55
BJ Hodge,2012,311,21
BJ Hodge,2012,314,44
BJ Hodge,2012,322,14
BJ Hodge,2012,326,1
BJ Hodge,2012,328,49
BJ Hodge,2012,334,3
BJ Hodge,2012,338,10
BJ Hodge,2012,345,22
BJ Hodge,2012,349,1
BJ Hodge,2012,354,38
BJ Hodge,2012,361,36
BJ Hodge,2012,365,15
BJ Hodge,2013,385,5
BJ Hodge,2013,389,48
BJ Hodge,2013,393,25
BJ Hodge,2013,398,15
BJ Hodge,2013,403,28
BJ Hodge,2013,407,13
BJ Hodge,2013,410,9
BJ Hodge,2013,420,32
BJ Hodge,2013,431,4
BJ Hodge,2013,442,0
BJ Hodge,2013,447,44
BJ Hodge,2013,449,8
BJ Hodge,2013,455,58
BJ Hodge,2013,456,28
BJ Hodge,2014,461,1
BJ Hodge,2014,501,41
BJ Hodge,2014,509,32
BJ Hodge,2014,513,29
BJ Rohrer,2013,401,14
BJ Rohrer,2013,412,49
BJ Rohrer,2013,419,14
BJ Rohrer,2013,424,10
BJ Rohrer,2013,433,66
BJ Rohrer,2013,438,40
BJ Rohrer,2013,446,5
BJ Rohrer,2013,451,7
BMAJ Mendis,2013,390,0
BMAJ Mendis,2013,404,12
BMAJ Mendis,2013,428,11
BR Dunk,2014,477,21
BR Dunk,2014,479,5
BR Dunk,2014,484,18
Basil Thampi,2017,6,14
Basil Thampi,2017,20,0
Basil Thampi,2017,26,14
Basil Thampi,2017,34,2
Basil Thampi,2017,38,2
Bipul Sharma,2010,186,8
Bipul Sharma,2010,212,1
Bipul Sharma,2011,270,16
Bipul Sharma,2011,273,1
Bipul Sharma,2011,287,6
Bipul Sharma,2012,311,18
Bipul Sharma,2012,315,35
Bipul Sharma,2012,325,12
Bipul Sharma,2012,343,7
Bipul Sharma,2015,555,1
Bipul Sharma,2016,598,5
Bipul Sharma,2016,634,15
Bipul Sharma,2016,635,27
Bipul Sharma,2016,636,5
Bipul Sharma,2017,14,22
Bipul Sharma,2017,43,9
Bipul Sharma,2017,57,2
C Madan,2010,221,22
C Munro,2016,581,5
C Munro,2016,631,10
C Munro,2016,634,20
C Nanda,2009,160,0
C de Grandhomme,2017,14,0
C de Grandhomme,2017,18,1
C de Grandhomme,2017,27,0
C de Grandhomme,2017,36,19
C de Grandhomme,2017,40,36
C de Grandhomme,2017,45,34
C de Grandhomme,2017,48,11
C de Grandhomme,2017,53,29
C de Grandhomme,2017,58,0
CA Ingram,2011,282,1
CA Ingram,2011,289,12
CA Ingram,2011,301,14
CA Lynn,2012,373,7
CA Lynn,2014,468,46
CA Lynn,2014,472,15
CA Lynn,2016,600,10
CA Lynn,2016,606,16
CA Lynn,2017,3,102
CA Lynn,2017,7,38
CA Lynn,2017,45,50
CA Lynn,2017,48,87
CA Lynn,2017,53,29
CA Lynn,2017,57,6
CA Lynn,2017,58,4
CA Pujara,2010,175,15
CA Pujara,2010,178,5
CA Pujara,2010,187,29
CA Pujara,2010,204,22
CA Pujara,2010,217,17
CA Pujara,2010,227,47
CA Pujara,2011,245,25
CA Pujara,2011,248,4
CA Pujara,2011,263,7
CA Pujara,2012,312,12
CA Pujara,2012,317,6
CA Pujara,2012,320,0
CA Pujara,2013,429,19
CA Pujara,2013,438,18
CA Pujara,2013,441,5
CA Pujara,2013,448,53
CA Pujara,2014,460,13
CA Pujara,2014,464,43
CA Pujara,2014,466,38
CA Pujara,2014,472,9
CA Pujara,2014,475,12
CA Pujara,2014,479,22
CH Gayle,2009,121,10
CH Gayle,2009,123,47
CH Gayle,2009,126,62
CH Gayle,2009,132,13
CH Gayle,2009,134,45
CH Gayle,2009,138,7
CH Gayle,2009,142,17
CH Gayle,2010,191,86
CH Gayle,2010,196,20
CH Gayle,2010,200,32
CH Gayle,2010,204,5
CH Gayle,2010,208,96
CH Gayle,2010,213,41
CH Gayle,2010,217,36
CH Gayle,2010,222,7
CH Gayle,2010,227,1
CH Gayle,2011,258,105
CH Gayle,2011,263,28
CH Gayle,2011,268,50
CH Gayle,2011,280,110
CH Gayle,2011,283,46
CH Gayle,2011,288,72
CH Gayle,2011,291,38
CH Gayle,2011,296,0
CH Gayle,2011,302,81
CH Gayle,2011,304,12
CH Gayle,2011,306,96
CH Gayle,2011,307,0
CH Gayle,2012,317,2
CH Gayle,2012,320,77
CH Gayle,2012,326,8
CH Gayle,2012,329,84
CH Gayle,2012,333,93
CH Gayle,2012,338,4
CH Gayle,2012,344,88
CH Gayle,2012,350,74
CH Gayle,2012,356,27
CH Gayle,2012,360,84
CH Gayle,2012,362,59
CH Gayle,2012,367,6
CH Gayle,2012,372,129
CH Gayle,2012,376,27
CH Gayle,2013,383,100
CH Gayle,2013,388,11
CH Gayle,2013,392,92
CH Gayle,2013,396,5
CH Gayle,2013,401,16
CH Gayle,2013,407,63
CH Gayle,2013,411,181
CH Gayle,2013,417,22
CH Gayle,2013,420,36
CH Gayle,2013,426,21
CH Gayle,2013,429,82
CH Gayle,2013,432,13
CH Gayle,2013,438,4
CH Gayle,2013,441,35
CH Gayle,2013,448,66
CH Gayle,2013,452,31
CH Gayle,2014,475,20
CH Gayle,2014,481,28
CH Gayle,2014,484,44
CH Gayle,2014,488,4
CH Gayle,2014,492,19
CH Gayle,2014,495,22
CH Gayle,2014,499,52
CH Gayle,2014,503,15
CH Gayle,2014,506,6
CH Gayle,2015,522,103
CH Gayle,2015,525,21
CH Gayle,2015,534,18
CH Gayle,2015,540,25
CH Gayle,2015,543,64
CH Gayle,2015,546,10
CH Gayle,2015,550,24
CH Gayle,2015,557,126
CH Gayle,2015,562,14
CH Gayle,2015,566,19
CH Gayle,2015,568,36
CH Gayle,2015,571,1
CH Gayle,2015,574,33
CH Gayle,2015,575,44
CH Gayle,2016,580,2
CH Gayle,2016,587,0
CH Gayle,2016,606,7
CH Gayle,2016,617,5
CH Gayle,2016,620,7
CH Gayle,2016,624,50
CH Gayle,2016,626,76
CH Gayle,2016,632,1
CH Gayle,2016,633,17
CH Gayle,2016,636,81
CH Gayle,2017,1,34
CH Gayle,2017,5,7
CH Gayle,2017,12,25
CH Gayle,2017,20,80
CH Gayle,2017,27,12
CH Gayle,2017,30,10
CH Gayle,2017,42,0
CH Gayle,2017,45,0
CH Gayle,2017,55,49
CH Morris,2013,396,7
CH Morris,2013,399,5
CH Morris,2013,410,1
CH Morris,2013,414,0
CH Morris,2013,430,2
CH Morris,2013,457,0
CH Morris,2015,520,7
CH Morris,2015,523,13
CH Morris,2015,540,3
CH Morris,2015,558,34
CH Morris,2015,563,18
CH Morris,2015,570,4
CH Morris,2015,574,0
CH Morris,2016,578,16
CH Morris,2016,599,83
CH Morris,2016,602,0
CH Morris,2016,612,17
CH Morris,2016,623,20
CH Morris,2016,625,40
CH Morris,2016,632,28
CH Morris,2017,5,4
CH Morris,2017,9,38
CH Morris,2017,15,17
CH Morris,2017,18,17
CH Morris,2017,24,54
CH Morris,2017,31,11
CH Morris,2017,35,2
CH Morris,2017,39,15
CJ Anderson,2014,458,2
CJ Anderson,2014,462,19
CJ Anderson,2014,470,39
CJ Anderson,2014,473,13
CJ Anderson,2014,477,2
CJ Anderson,2014,479,36
CJ Anderson,2014,484,6
CJ Anderson,2014,490,19
CJ Anderson,2014,497,18
CJ Anderson,2014,513,99
CJ Anderson,2014,515,20
CJ Anderson,2015,518,55
CJ Anderson,2015,524,6
CJ Anderson,2015,526,51
CJ Anderson,2015,530,5
CJ Anderson,2017,9,3
CJ Anderson,2017,15,42
CJ Anderson,2017,24,1
CJ Anderson,2017,31,2
CJ Anderson,2017,35,19
CJ Anderson,2017,39,41
CJ Anderson,2017,41,21
CJ Anderson,2017,44,10
CJ Anderson,2017,49,6
CJ Anderson,2017,51,4
CJ Anderson,2017,55,3
CJ Ferguson,2011,284,7
CJ Ferguson,2011,286,16
CJ Ferguson,2011,295,11
CJ Ferguson,2011,298,16
CJ Ferguson,2012,310,12
CJ Ferguson,2012,315,3
CJ Ferguson,2012,365,24
CJ Ferguson,2012,375,12
CJ Jordan,2016,636,4
CJ Jordan,2017,57,0
CJ McKay,2012,327,8
CK Kapugedera,2008,87,9
CK Kapugedera,2008,96,0
CK Kapugedera,2008,117,10
CK Langeveldt,2010,200,0
CK Langeveldt,2011,296,8
CL White,2008,60,6
CL White,2008,80,31
CL White,2008,84,0
CL White,2008,88,31
CL White,2008,90,28
CL White,2008,94,11
CL White,2008,101,11
CL White,2008,104,1
CL White,2010,202,21
CL White,2010,205,6
CL White,2010,209,4
CL White,2010,214,13
CL White,2010,220,4
CL White,2011,253,32
CL White,2011,260,1
CL White,2011,265,31
CL White,2011,272,13
CL White,2011,275,13
CL White,2011,300,15
CL White,2012,313,23
CL White,2012,316,31
CL White,2012,331,66
CL White,2012,337,10
CL White,2012,341,78
CL White,2012,346,1
CL White,2012,348,75
CL White,2012,352,79
CL White,2012,356,46
CL White,2012,359,9
CL White,2012,366,72
CL White,2012,373,1
CL White,2012,376,1
CL White,2013,384,10
CL White,2013,388,25
CL White,2013,394,4
CL White,2013,397,36
CL White,2013,402,0
CL White,2013,405,17
CL White,2013,414,2
CL White,2013,432,53
CL White,2013,440,10
CL White,2013,444,44
CL White,2013,449,0
CL White,2013,453,2
CL White,2013,455,33
CM Gautam,2013,412,12
CM Gautam,2013,433,2
CM Gautam,2013,451,33
CM Gautam,2014,458,7
CM Gautam,2014,470,7
CM Gautam,2014,473,26
CM Gautam,2014,477,6
CM Gautam,2014,479,36
CM Gautam,2014,484,46
CM Gautam,2014,490,9
CM Gautam,2014,493,1
CM Gautam,2014,497,10
CM Gautam,2015,519,4
CR Brathwaite,2016,578,11
CR Brathwaite,2016,602,35
CR Brathwaite,2016,609,20
CR Brathwaite,2016,612,13
CR Brathwaite,2016,628,12
CR Brathwaite,2016,632,1
CR Brathwaite,2017,5,1
CR Brathwaite,2017,49,12
CR Woakes,2017,7,9
CR Woakes,2017,14,1
CR Woakes,2017,18,3
CR Woakes,2017,27,18
CR Woakes,2017,36,6
CR Woakes,2017,40,1
CR Woakes,2017,48,8
CRD Fernando,2008,106,2
CRD Fernando,2010,234,2
D Kalyankrishna,2008,77,4
D Salunkhe,2008,62,26
D Salunkhe,2008,68,1
D Salunkhe,2008,97,6
D Wiese,2015,534,47
D Wiese,2015,538,26
D Wiese,2015,546,12
D Wiese,2015,550,10
D Wiese,2015,554,18
D Wiese,2015,566,5
D Wiese,2015,575,13
D Wiese,2016,587,5
D du Preez,2009,148,10
DA Miller,2012,333,12
DA Miller,2012,336,5
DA Miller,2012,340,34
DA Miller,2012,343,19
DA Miller,2012,359,29
DA Miller,2012,369,4
DA Miller,2013,400,20
DA Miller,2013,409,81
DA Miller,2013,412,44
DA Miller,2013,415,10
DA Miller,2013,421,59
DA Miller,2013,425,52
DA Miller,2013,429,2
DA Miller,2013,436,9
DA Miller,2013,440,6
DA Miller,2013,443,38
DA Miller,2013,448,108
DA Miller,2013,450,6
DA Miller,2014,460,54
DA Miller,2014,464,52
DA Miller,2014,466,11
DA Miller,2014,472,14
DA Miller,2014,475,30
DA Miller,2014,479,20
DA Miller,2014,486,48
DA Miller,2014,488,67
DA Miller,2014,491,13
DA Miller,2014,496,25
DA Miller,2014,502,2
DA Miller,2014,509,35
DA Miller,2014,512,54
DA Miller,2014,514,9
DA Miller,2014,516,38
DA Miller,2014,517,1
DA Miller,2015,520,24
DA Miller,2015,524,25
DA Miller,2015,528,6
DA Miller,2015,536,56
DA Miller,2015,542,3
DA Miller,2015,544,15
DA Miller,2015,548,44
DA Miller,2015,552,46
DA Miller,2015,557,7
DA Miller,2015,560,28
DA Miller,2015,564,92
DA Miller,2015,566,15
DA Miller,2015,569,16
DA Miller,2016,579,16
DA Miller,2016,583,10
DA Miller,2016,586,7
DA Miller,2016,589,7
DA Miller,2016,594,9
DA Miller,2016,597,33
DA Miller,2016,604,31
DA Miller,2016,608,13
DA Miller,2016,612,12
DA Miller,2016,615,0
DA Miller,2016,622,20
DA Miller,2016,626,5
DA Miller,2016,629,7
DA Miller,2017,4,30
DA Miller,2017,11,32
DA Miller,2017,15,26
DA Miller,2017,19,1
DA Warner,2009,141,52
DA Warner,2009,146,36
DA Warner,2009,150,24
DA Warner,2009,154,39
DA Warner,2009,158,5
DA Warner,2009,170,15
DA Warner,2009,172,0
DA Warner,2010,185,6
DA Warner,2010,189,57
DA Warner,2010,197,34
DA Warner,2010,200,111
DA Warner,2010,203,4
DA Warner,2010,209,34
DA Warner,2010,213,0
DA Warner,2010,218,6
DA Warner,2010,221,32
DA Warner,2010,224,0
DA Warner,2010,229,5
DA Warner,2011,238,1
DA Warner,2011,241,54
DA Warner,2011,250,47
DA Warner,2011,253,57
DA Warner,2011,259,80
DA Warner,2011,263,10
DA Warner,2011,266,3
DA Warner,2011,269,4
DA Warner,2011,274,14
DA Warner,2011,282,1
DA Warner,2011,289,22
DA Warner,2011,293,30
DA Warner,2011,301,21
DA Warner,2012,331,119
DA Warner,2012,357,23
DA Warner,2012,364,8
DA Warner,2012,369,15
DA Warner,2012,372,15
DA Warner,2012,374,85
DA Warner,2012,378,14
DA Warner,2012,380,3
DA Warner,2013,382,22
DA Warner,2013,385,82
DA Warner,2013,390,62
DA Warner,2013,394,0
DA Warner,2013,401,17
DA Warner,2013,404,1
DA Warner,2013,408,8
DA Warner,2013,412,0
DA Warner,2013,419,52
DA Warner,2013,424,66
DA Warner,2013,428,9
DA Warner,2013,433,13
DA Warner,2013,438,4
DA Warner,2013,443,42
DA Warner,2013,446,47
DA Warner,2013,451,3
DA Warner,2014,461,32
DA Warner,2014,466,9
DA Warner,2014,469,59
DA Warner,2014,474,0
DA Warner,2014,477,76
DA Warner,2014,481,65
DA Warner,2014,487,6
DA Warner,2014,489,14
DA Warner,2014,493,56
DA Warner,2014,496,45
DA Warner,2014,500,34
DA Warner,2014,503,63
DA Warner,2014,507,92
DA Warner,2014,511,5
DA Warner,2015,521,60
DA Warner,2015,525,58
DA Warner,2015,529,22
DA Warner,2015,531,31
DA Warner,2015,537,93
DA Warner,2015,541,9
DA Warner,2015,544,59
DA Warner,2015,551,62
DA Warner,2015,555,5
DA Warner,2015,558,29
DA Warner,2015,561,18
DA Warner,2015,564,84
DA Warner,2015,568,53
DA Warner,2015,572,6
DA Warner,2016,580,63
DA Warner,2016,584,16
DA Warner,2016,588,93
DA Warner,2016,591,80
DA Warner,2016,594,60
DA Warner,2016,598,0
DA Warner,2016,603,96
DA Warner,2016,610,25
DA Warner,2016,613,51
DA Warner,2016,616,12
DA Warner,2016,618,47
DA Warner,2016,622,53
DA Warner,2016,628,73
DA Warner,2016,631,18
DA Warner,2016,634,30
DA Warner,2016,635,94
DA Warner,2016,636,73
DA Warner,2017,1,17
DA Warner,2017,6,78
DA Warner,2017,10,52
DA Warner,2017,14,28
DA Warner,2017,19,77
DA Warner,2017,21,5
DA Warner,2017,25,47
DA Warner,2017,32,52
DA Warner,2017,36,127
DA Warner,2017,39,30
DA Warner,2017,43,40
DA Warner,2017,47,6
DA Warner,2017,52,72
DA Warner,2017,57,39
DAJ Bracewell,2012,312,12
DB Das,2008,75,30
DB Das,2008,78,13
DB Das,2008,81,5
DB Das,2008,103,29
DB Das,2008,105,31
DB Das,2008,112,0
DB Das,2012,309,19
DB Das,2012,314,12
DB Das,2012,325,35
DB Das,2012,337,9
DB Das,2012,347,11
DB Das,2012,353,18
DB Das,2012,357,2
DB Das,2012,363,4
DB Das,2012,368,21
DB Das,2012,370,2
DB Das,2013,400,1
DB Das,2013,406,19
DB Das,2013,413,7
DB Das,2013,424,22
DB Das,2013,434,23
DB Das,2013,445,8
DB Ravi Teja,2008,80,8
DB Ravi Teja,2008,89,6
DB Ravi Teja,2008,92,10
DB Ravi Teja,2008,98,9
DB Ravi Teja,2008,102,38
DB Ravi Teja,2008,114,45
DB Ravi Teja,2009,124,8
DB Ravi Teja,2009,128,13
DB Ravi Teja,2009,147,6
DB Ravi Teja,2009,155,7
DB Ravi Teja,2009,158,30
DB Ravi Teja,2009,164,10
DB Ravi Teja,2011,236,28
DB Ravi Teja,2011,240,15
DB Ravi Teja,2011,249,11
DB Ravi Teja,2011,260,1
DB Ravi Teja,2011,265,8
DB Ravi Teja,2011,275,31
DB Ravi Teja,2011,279,3
DB Ravi Teja,2011,286,31
DB Ravi Teja,2011,300,63
DB Ravi Teja,2012,313,0
DB Ravi Teja,2012,316,4
DB Ravi Teja,2013,384,4
DB Ravi Teja,2013,397,12
DE Bollinger,2010,216,4
DE Bollinger,2010,224,17
DE Bollinger,2011,257,0
DE Bollinger,2012,308,3
DH Yagnik,2011,256,11
DH Yagnik,2011,276,1
DH Yagnik,2011,285,3
DH Yagnik,2011,288,5
DH Yagnik,2012,328,9
DH Yagnik,2012,361,10
DH Yagnik,2012,377,7
DH Yagnik,2013,389,18
DH Yagnik,2013,393,12
DH Yagnik,2013,403,38
DH Yagnik,2013,407,5
DH Yagnik,2013,410,8
DH Yagnik,2013,427,10
DH Yagnik,2013,447,11
DH Yagnik,2013,455,0
DH Yagnik,2013,456,34
DH Yagnik,2014,494,5
DJ Bravo,2008,67,25
DJ Bravo,2008,69,24
DJ Bravo,2008,72,36
DJ Bravo,2008,75,70
DJ Bravo,2008,82,2
DJ Bravo,2008,86,2
DJ Bravo,2008,102,31
DJ Bravo,2009,118,5
DJ Bravo,2009,128,23
DJ Bravo,2009,132,3
DJ Bravo,2009,135,17
DJ Bravo,2009,143,50
DJ Bravo,2009,147,13
DJ Bravo,2009,150,40
DJ Bravo,2009,157,74
DJ Bravo,2009,160,1
DJ Bravo,2009,162,5
DJ Bravo,2010,183,9
DJ Bravo,2010,188,1
DJ Bravo,2010,194,11
DJ Bravo,2010,199,23
DJ Bravo,2010,201,8
DJ Bravo,2010,207,2
DJ Bravo,2010,211,2
