player,season,match_id,no. of runs,no. of overs,no. of balls,strike rate
SK Raina,2009,173,22,7,42,0.5238095238095238
SK Raina,2010,179,6,1,6,1.0
SK Raina,2010,182,19,7,42,0.4523809523809524
SK Raina,2010,185,52,13,78,0.6666666666666666
SK Raina,2010,190,25,6,36,0.6944444444444444
SK Raina,2010,192,10,3,18,0.5555555555555556
SK Raina,2010,194,86,17,102,0.8431372549019608
SK Raina,2010,198,15,5,30,0.5
SK Raina,2010,202,46,13,78,0.5897435897435898
SK Raina,2010,206,13,4,24,0.5416666666666666
SK Raina,2010,211,30,5,30,1.0
SK Raina,2010,216,54,14,84,0.6428571428571429
SK Raina,2010,222,85,14,84,1.0119047619047619
SK Raina,2010,224,18,6,36,0.5
SK Raina,2010,228,49,8,48,1.0208333333333333
SK Raina,2010,232,2,2,12,0.16666666666666666
SK Raina,2010,234,60,11,66,0.9090909090909091
SK Raina,2011,235,33,10,60,0.55
SK Raina,2011,243,0,1,6,0.0
SK Raina,2011,248,30,5,30,1.0
SK Raina,2011,252,51,14,84,0.6071428571428571
SK Raina,2011,257,5,2,12,0.4166666666666667
SK Raina,2011,262,2,1,6,0.3333333333333333
SK Raina,2011,264,34,8,48,0.7083333333333334
SK Raina,2011,272,60,14,84,0.7142857142857143
SK Raina,2011,276,63,18,108,0.5833333333333334
SK Raina,2011,281,5,3,18,0.2777777777777778
SK Raina,2011,285,43,10,60,0.7166666666666667
SK Raina,2011,289,14,4,24,0.5833333333333334
SK Raina,2011,297,19,3,18,1.0555555555555556
SK Raina,2011,302,5,2,12,0.4166666666666667
SK Raina,2011,304,78,17,102,0.7647058823529411
SK Raina,2011,307,9,2,12,0.75
SK Raina,2012,308,39,10,60,0.65
SK Raina,2012,313,17,5,30,0.5666666666666667
SK Raina,2012,318,19,4,24,0.7916666666666666
SK Raina,2012,320,23,5,30,0.7666666666666667
SK Raina,2012,324,22,6,36,0.6111111111111112
SK Raina,2012,332,0,2,12,0.0
SK Raina,2012,334,27,10,60,0.45
SK Raina,2012,343,15,6,36,0.4166666666666667
SK Raina,2012,347,44,12,72,0.6111111111111112
SK Raina,2012,352,33,8,48,0.6875
SK Raina,2012,355,38,8,48,0.7916666666666666
SK Raina,2012,361,27,5,30,0.9
SK Raina,2012,364,28,6,36,0.7777777777777778
SK Raina,2012,368,8,4,24,0.3333333333333333
SK Raina,2012,371,18,5,30,0.6
SK Raina,2012,379,0,1,6,0.0
SK Raina,2012,380,27,5,30,0.9
SK Raina,2012,381,75,10,60,1.25
SK Raina,2013,386,10,2,12,0.8333333333333334
SK Raina,2013,396,30,8,48,0.625
SK Raina,2013,399,8,5,30,0.26666666666666666
SK Raina,2013,404,32,9,54,0.5925925925925926
SK Raina,2013,406,7,2,12,0.5833333333333334
SK Raina,2013,410,52,11,66,0.7878787878787878
SK Raina,2013,414,17,7,42,0.40476190476190477
SK Raina,2013,418,44,10,60,0.7333333333333333
SK Raina,2013,422,64,18,108,0.5925925925925926
SK Raina,2013,425,102,16,96,1.0625
SK Raina,2013,430,0,1,6,0.0
SK Raina,2013,435,105,15,90,1.1666666666666667
SK Raina,2013,442,1,2,12,0.08333333333333333
SK Raina,2013,446,8,4,24,0.3333333333333333
SK Raina,2013,452,0,1,6,0.0
SK Raina,2013,454,82,13,78,1.0512820512820513
SK Raina,2013,457,0,1,6,0.0
SK Raina,2014,460,24,7,42,0.5714285714285714
SK Raina,2014,465,57,12,72,0.7916666666666666
SK Raina,2014,467,4,3,18,0.2222222222222222
SK Raina,2014,470,1,2,12,0.08333333333333333
SK Raina,2014,474,14,4,24,0.5833333333333334
SK Raina,2014,478,31,8,48,0.6458333333333334
SK Raina,2014,483,49,9,54,0.9074074074074074
SK Raina,2014,486,35,7,42,0.8333333333333334
SK Raina,2014,490,21,4,24,0.875
SK Raina,2014,494,2,3,18,0.1111111111111111
SK Raina,2014,499,65,14,84,0.7738095238095238
SK Raina,2014,504,66,16,96,0.6875
SK Raina,2014,507,8,4,24,0.3333333333333333
SK Raina,2014,510,18,6,36,0.5
SK Raina,2014,515,58,13,78,0.7435897435897436
SK Raina,2014,516,89,6,36,2.4722222222222223
SK Raina,2015,519,4,2,12,0.3333333333333333
SK Raina,2015,521,14,6,36,0.3888888888888889
SK Raina,2015,527,9,3,18,0.5
SK Raina,2015,530,47,9,54,0.8703703703703703
SK Raina,2015,533,4,3,18,0.2222222222222222
SK Raina,2015,538,64,11,66,0.9696969696969697
SK Raina,2015,542,32,11,66,0.48484848484848486
SK Raina,2015,547,18,6,36,0.5
SK Raina,2015,551,23,6,36,0.6388888888888888
SK Raina,2015,554,56,14,84,0.6666666666666666
SK Raina,2015,559,10,4,24,0.4166666666666667
SK Raina,2015,563,3,2,12,0.25
SK Raina,2015,565,11,4,24,0.4583333333333333
SK Raina,2015,569,45,14,84,0.5357142857142857
SK Raina,2015,573,27,6,36,0.75
SK Raina,2015,575,0,1,6,0.0
SK Raina,2015,576,30,10,60,0.5
SK Raina,2016,579,22,4,24,0.9166666666666666
SK Raina,2016,582,26,9,54,0.48148148148148145
SK Raina,2016,585,28,8,48,0.5833333333333334
SK Raina,2016,591,76,20,120,0.6333333333333333
SK Raina,2016,595,30,9,54,0.5555555555555556
SK Raina,2016,599,2,2,12,0.16666666666666666
SK Raina,2016,601,34,12,72,0.4722222222222222
SK Raina,2016,604,18,4,24,0.75
SK Raina,2016,607,26,8,48,0.5416666666666666
SK Raina,2016,610,20,3,18,1.1111111111111112
SK Raina,2016,614,14,8,48,0.2916666666666667
SK Raina,2016,627,61,13,78,0.782051282051282
SK Raina,2016,630,59,13,78,0.7564102564102564
SK Raina,2016,633,1,3,18,0.05555555555555555
SK Raina,2016,635,1,2,12,0.08333333333333333
SK Raina,2017,3,69,17,102,0.6764705882352942
SK Raina,2017,6,5,5,30,0.16666666666666666
SK Raina,2017,13,36,10,60,0.6
SK Raina,2017,16,29,12,72,0.4027777777777778
SK Raina,2017,20,23,3,18,1.2777777777777777
SK Raina,2017,23,87,14,84,1.0357142857142858
SK Raina,2017,26,32,8,48,0.6666666666666666
SK Raina,2017,30,38,11,66,0.5757575757575758
SK Raina,2017,34,1,2,12,0.08333333333333333
SK Raina,2017,38,8,2,12,0.6666666666666666
SK Raina,2017,41,77,12,72,1.0694444444444444
SK Raina,2017,46,40,9,54,0.7407407407407407
SK Raina,2017,49,7,2,12,0.5833333333333334
SK Raina,2017,52,2,3,18,0.1111111111111111
SK Trivedi,2008,62,3,3,18,0.16666666666666666
SK Trivedi,2008,86,1,2,12,0.08333333333333333
SK Trivedi,2008,115,1,1,6,0.16666666666666666
SK Trivedi,2009,137,2,2,12,0.16666666666666666
SK Trivedi,2009,155,1,2,12,0.08333333333333333
SK Trivedi,2009,165,8,4,24,0.3333333333333333
SK Trivedi,2010,184,0,1,6,0.0
SK Trivedi,2010,203,7,2,12,0.5833333333333334
SK Trivedi,2010,210,12,2,12,1.0
SK Trivedi,2010,227,4,1,6,0.6666666666666666
SK Trivedi,2011,251,0,2,12,0.0
SK Trivedi,2012,319,5,3,18,0.2777777777777778
SK Trivedi,2013,407,3,2,12,0.25
SK Trivedi,2013,449,0,1,6,0.0
SK Warne,2008,62,14,4,24,0.5833333333333334
SK Warne,2008,68,23,3,18,1.2777777777777777
SK Warne,2008,78,8,3,18,0.4444444444444444
SK Warne,2008,86,8,3,18,0.4444444444444444
SK Warne,2008,93,11,4,24,0.4583333333333333
SK Warne,2008,115,0,1,6,0.0
SK Warne,2008,117,10,3,18,0.5555555555555556
SK Warne,2009,119,3,3,18,0.16666666666666666
SK Warne,2009,126,2,1,6,0.3333333333333333
SK Warne,2009,130,37,12,72,0.5138888888888888
SK Warne,2009,133,0,1,6,0.0
SK Warne,2009,137,3,3,18,0.16666666666666666
SK Warne,2009,140,21,6,36,0.5833333333333334
SK Warne,2009,152,22,3,18,1.2222222222222223
SK Warne,2009,155,0,1,6,0.0
SK Warne,2009,165,6,1,6,1.0
SK Warne,2009,168,19,9,54,0.35185185185185186
SK Warne,2010,176,1,1,6,0.16666666666666666
SK Warne,2010,184,4,3,18,0.2222222222222222
SK Warne,2010,187,1,2,12,0.08333333333333333
SK Warne,2010,203,1,1,6,0.16666666666666666
SK Warne,2010,210,1,2,12,0.08333333333333333
SK Warne,2010,227,5,3,18,0.2777777777777778
SK Warne,2011,251,3,3,18,0.16666666666666666
SK Warne,2011,256,5,1,6,0.8333333333333334
SK Warne,2011,285,0,1,6,0.0
SK Warne,2011,294,2,3,18,0.1111111111111111
SL Malinga,2009,160,0,1,6,0.0
SL Malinga,2010,234,1,1,6,0.16666666666666666
SL Malinga,2011,267,1,2,12,0.08333333333333333
SL Malinga,2011,306,7,2,12,0.5833333333333334
SL Malinga,2012,310,5,2,12,0.4166666666666667
SL Malinga,2012,342,12,4,24,0.5
SL Malinga,2012,351,15,4,24,0.625
SL Malinga,2012,355,0,1,6,0.0
SL Malinga,2012,370,8,2,12,0.6666666666666666
SL Malinga,2012,379,19,6,36,0.5277777777777778
SL Malinga,2013,403,8,3,18,0.4444444444444444
SL Malinga,2013,417,0,1,6,0.0
SL Malinga,2013,447,1,1,6,0.16666666666666666
SL Malinga,2013,450,1,1,6,0.16666666666666666
SL Malinga,2013,454,0,1,6,0.0
SL Malinga,2013,457,0,1,6,0.0
SL Malinga,2014,462,2,3,18,0.1111111111111111
SL Malinga,2015,539,8,4,24,0.3333333333333333
SL Malinga,2017,34,0,1,6,0.0
SL Malinga,2017,56,7,1,6,1.1666666666666667
SM Harwood,2009,140,5,2,12,0.4166666666666667
SM Harwood,2009,152,8,3,18,0.4444444444444444
SM Katich,2008,61,24,6,36,0.6666666666666666
SM Katich,2008,73,80,14,84,0.9523809523809523
SM Katich,2009,139,3,2,12,0.25
SM Katich,2009,142,36,9,54,0.6666666666666666
SM Katich,2009,145,11,4,24,0.4583333333333333
SM Katich,2009,149,50,9,54,0.9259259259259259
SM Katich,2009,151,10,5,30,0.3333333333333333
SM Katich,2009,157,0,1,6,0.0
SM Katich,2009,161,20,4,24,0.8333333333333334
SM Katich,2009,164,12,3,18,0.6666666666666666
SM Katich,2009,169,8,6,36,0.2222222222222222
SM Pollock,2008,63,28,4,24,1.1666666666666667
SM Pollock,2008,67,20,7,42,0.47619047619047616
SM Pollock,2008,69,22,7,42,0.5238095238095238
SM Pollock,2008,72,32,9,54,0.5925925925925926
SM Pollock,2008,82,35,6,36,0.9722222222222222
SM Pollock,2008,106,0,1,6,0.0
SM Pollock,2008,109,17,4,24,0.7083333333333334
SM Pollock,2008,113,0,1,6,0.0
SMSM Senanayake,2013,400,1,1,6,0.16666666666666666
SMSM Senanayake,2013,406,7,5,30,0.23333333333333334
SMSM Senanayake,2013,415,1,1,6,0.16666666666666666
SMSM Senanayake,2013,445,2,1,6,0.3333333333333333
SN Khan,2015,538,11,3,18,0.6111111111111112
SN Khan,2015,546,47,7,42,1.119047619047619
SN Khan,2015,554,8,3,18,0.4444444444444444
SN Khan,2015,557,11,3,18,0.6111111111111112
SN Khan,2015,566,4,2,12,0.3333333333333333
SN Khan,2015,574,1,1,6,0.16666666666666666
SN Khan,2015,575,31,7,42,0.7380952380952381
SN Khan,2016,580,35,3,18,1.9444444444444444
SN Khan,2016,587,1,1,6,0.16666666666666666
SN Khan,2016,590,29,7,42,0.6904761904761905
SN Khan,2016,592,2,1,6,0.3333333333333333
SN Thakur,2015,548,7,2,12,0.5833333333333334
SN Thakur,2017,13,0,1,6,0.0
SN Thakur,2017,17,0,1,6,0.0
SN Thakur,2017,43,0,1,6,0.0
SP Fleming,2008,79,16,4,24,0.6666666666666666
SP Fleming,2008,83,0,1,6,0.0
SP Fleming,2008,85,16,5,30,0.5333333333333333
SP Fleming,2008,87,47,10,60,0.7833333333333333
SP Fleming,2008,91,1,2,12,0.08333333333333333
SP Fleming,2008,96,27,8,48,0.5625
SP Fleming,2008,103,34,8,48,0.7083333333333334
SP Fleming,2008,107,46,12,72,0.6388888888888888
SP Fleming,2008,110,7,2,12,0.5833333333333334
SP Fleming,2008,114,15,3,18,0.8333333333333334
SP Goswami,2008,90,20,8,48,0.4166666666666667
SP Goswami,2008,104,53,11,66,0.803030303030303
SP Goswami,2008,107,10,6,36,0.2777777777777778
SP Goswami,2009,134,46,12,72,0.6388888888888888
SP Goswami,2009,139,11,5,30,0.36666666666666664
SP Goswami,2010,178,8,2,12,0.6666666666666666
SP Goswami,2011,266,23,7,42,0.5476190476190477
SP Goswami,2011,298,6,1,6,1.0
SP Goswami,2011,303,2,2,12,0.16666666666666666
SP Goswami,2011,305,0,2,12,0.0
SP Goswami,2012,314,24,7,42,0.5714285714285714
SP Goswami,2012,319,0,1,6,0.0
SP Goswami,2012,322,24,9,54,0.4444444444444444
SP Goswami,2012,338,1,1,6,0.16666666666666666
SP Goswami,2012,349,20,7,42,0.47619047619047616
SP Goswami,2012,373,3,1,6,0.5
SP Jackson,2017,31,12,2,12,1.0
SP Jackson,2017,36,16,7,42,0.38095238095238093
SP Jackson,2017,40,10,3,18,0.5555555555555556
SP Narine,2012,314,0,1,6,0.0
SP Narine,2012,370,10,2,12,0.8333333333333334
SP Narine,2013,389,2,1,6,0.3333333333333333
SP Narine,2013,392,1,1,6,0.16666666666666666
SP Narine,2013,400,2,1,6,0.3333333333333333
SP Narine,2013,406,13,3,18,0.7222222222222222
SP Narine,2013,434,5,2,12,0.4166666666666667
SP Narine,2013,453,1,2,12,0.08333333333333333
SP Narine,2014,472,7,3,18,0.3888888888888889
SP Narine,2014,476,2,1,6,0.3333333333333333
SP Narine,2014,478,1,1,6,0.16666666666666666
SP Narine,2014,517,2,2,12,0.16666666666666666
SP Narine,2015,560,1,1,6,0.16666666666666666
SP Narine,2016,602,5,2,12,0.4166666666666667
SP Narine,2016,627,2,2,12,0.16666666666666666
SP Narine,2016,634,1,1,6,0.16666666666666666
SP Narine,2017,7,1,2,12,0.08333333333333333
SP Narine,2017,11,38,5,30,1.2666666666666666
SP Narine,2017,14,7,3,18,0.3888888888888889
SP Narine,2017,18,1,1,6,0.16666666666666666
SP Narine,2017,23,42,4,24,1.75
SP Narine,2017,27,39,5,30,1.3
SP Narine,2017,29,17,3,18,0.9444444444444444
SP Narine,2017,31,5,2,12,0.4166666666666667
SP Narine,2017,36,1,2,12,0.08333333333333333
SP Narine,2017,40,0,1,6,0.0
SP Narine,2017,45,56,4,24,2.3333333333333335
SP Narine,2017,48,18,4,24,0.75
SP Narine,2017,53,0,1,6,0.0
SP Narine,2017,58,12,4,24,0.5
SPD Smith,2012,310,39,11,66,0.5909090909090909
SPD Smith,2012,315,26,4,24,1.0833333333333333
SPD Smith,2012,321,13,4,24,0.5416666666666666
SPD Smith,2012,324,45,8,48,0.9375
SPD Smith,2012,329,17,5,30,0.5666666666666667
SPD Smith,2012,332,25,9,54,0.46296296296296297
SPD Smith,2012,335,36,6,36,1.0
SPD Smith,2012,341,28,4,24,1.1666666666666667
SPD Smith,2012,348,48,9,54,0.8888888888888888
SPD Smith,2012,351,2,2,12,0.16666666666666666
SPD Smith,2012,353,15,6,36,0.4166666666666667
SPD Smith,2012,358,20,9,54,0.37037037037037035
SPD Smith,2012,362,25,9,54,0.46296296296296297
SPD Smith,2012,365,38,11,66,0.5757575757575758
SPD Smith,2013,399,39,6,36,1.0833333333333333
SPD Smith,2013,402,17,9,54,0.3148148148148148
SPD Smith,2013,409,7,5,30,0.23333333333333334
SPD Smith,2013,411,42,9,54,0.7777777777777778
SPD Smith,2013,419,17,2,12,1.4166666666666667
SPD Smith,2013,422,36,12,72,0.5
SPD Smith,2013,426,4,1,6,0.6666666666666666
SPD Smith,2014,464,29,5,30,0.9666666666666667
SPD Smith,2014,467,19,7,42,0.4523809523809524
SPD Smith,2014,476,24,4,24,1.0
SPD Smith,2014,482,3,1,6,0.5
SPD Smith,2014,487,27,10,60,0.45
SPD Smith,2014,492,51,8,48,1.0625
SPD Smith,2014,494,10,3,18,0.5555555555555556
SPD Smith,2015,520,34,10,60,0.5666666666666667
SPD Smith,2015,523,10,3,18,0.5555555555555556
SPD Smith,2015,526,82,15,90,0.9111111111111111
SPD Smith,2015,529,14,4,24,0.5833333333333334
SPD Smith,2015,533,6,3,18,0.3333333333333333
SPD Smith,2015,536,6,2,12,0.5
SPD Smith,2015,540,31,12,72,0.4305555555555556
SPD Smith,2015,549,25,7,42,0.5952380952380952
SPD Smith,2015,558,69,13,78,0.8846153846153846
SPD Smith,2015,563,4,3,18,0.2222222222222222
SPD Smith,2015,570,14,4,24,0.5833333333333334
SPD Smith,2015,574,12,5,30,0.4
SPD Smith,2016,582,5,3,18,0.2777777777777778
SPD Smith,2016,586,40,8,48,0.8333333333333334
SPD Smith,2016,592,5,2,12,0.4166666666666667
SPD Smith,2016,596,31,9,54,0.5740740740740741
SPD Smith,2016,598,54,10,60,0.9
SPD Smith,2016,601,102,18,108,0.9444444444444444
SPD Smith,2016,605,46,7,42,1.0952380952380953
SPD Smith,2017,2,85,17,102,0.8333333333333334
SPD Smith,2017,4,27,9,54,0.5
SPD Smith,2017,13,45,10,60,0.75
SPD Smith,2017,17,30,10,60,0.5
SPD Smith,2017,25,27,7,42,0.6428571428571429
SPD Smith,2017,28,17,4,24,0.7083333333333334
SPD Smith,2017,29,52,13,78,0.6666666666666666
SPD Smith,2017,33,45,11,66,0.6818181818181818
SPD Smith,2017,38,4,1,6,0.6666666666666666
SPD Smith,2017,40,13,3,18,0.7222222222222222
SPD Smith,2017,43,36,15,90,0.4
SPD Smith,2017,51,41,10,60,0.6833333333333333
SPD Smith,2017,54,15,7,42,0.35714285714285715
SPD Smith,2017,56,1,1,6,0.16666666666666666
SPD Smith,2017,59,54,18,108,0.5
SR Tendulkar,2008,90,50,14,84,0.5952380952380952
SR Tendulkar,2008,96,16,5,30,0.5333333333333333
SR Tendulkar,2008,99,0,1,6,0.0
SR Tendulkar,2008,102,23,8,48,0.4791666666666667
SR Tendulkar,2008,106,70,16,96,0.7291666666666666
SR Tendulkar,2008,109,22,8,48,0.4583333333333333
SR Tendulkar,2008,113,33,11,66,0.5
SR Tendulkar,2009,118,59,19,114,0.5175438596491229
SR Tendulkar,2009,128,40,11,66,0.6060606060606061
SR Tendulkar,2009,132,75,13,78,0.9615384615384616
SR Tendulkar,2009,135,2,2,12,0.16666666666666666
SR Tendulkar,2009,138,37,8,48,0.7708333333333334
SR Tendulkar,2009,143,11,3,18,0.6111111111111112
SR Tendulkar,2009,147,2,2,12,0.16666666666666666
SR Tendulkar,2009,150,16,5,30,0.5333333333333333
SR Tendulkar,2009,153,0,1,6,0.0
SR Tendulkar,2009,157,42,12,72,0.5833333333333334
SR Tendulkar,2009,160,44,11,66,0.6666666666666666
SR Tendulkar,2009,162,11,5,30,0.36666666666666664
SR Tendulkar,2009,170,51,11,66,0.7727272727272727
SR Tendulkar,2010,176,19,5,30,0.6333333333333333
SR Tendulkar,2010,183,70,10,60,1.1666666666666667
SR Tendulkar,2010,188,30,9,54,0.5555555555555556
SR Tendulkar,2010,191,75,18,108,0.6944444444444444
SR Tendulkar,2010,194,77,18,108,0.7129629629629629
SR Tendulkar,2010,199,60,15,90,0.6666666666666666
SR Tendulkar,2010,201,18,6,36,0.5
SR Tendulkar,2010,207,35,7,42,0.8333333333333334
SR Tendulkar,2010,211,45,11,66,0.6818181818181818
SR Tendulkar,2010,215,29,9,54,0.5370370370370371
SR Tendulkar,2010,219,93,18,108,0.8611111111111112
SR Tendulkar,2010,221,31,9,54,0.5740740740740741
SR Tendulkar,2010,226,20,5,30,0.6666666666666666
SR Tendulkar,2010,231,10,2,12,0.8333333333333334
SR Tendulkar,2010,234,53,14,84,0.6309523809523809
SR Tendulkar,2011,238,53,17,102,0.5196078431372549
SR Tendulkar,2011,242,55,17,102,0.5392156862745098
SR Tendulkar,2011,247,113,20,120,0.9416666666666667
SR Tendulkar,2011,254,40,13,78,0.5128205128205128
SR Tendulkar,2011,257,10,2,12,0.8333333333333334
SR Tendulkar,2011,260,31,9,54,0.5740740740740741
SR Tendulkar,2011,267,7,5,30,0.23333333333333334
SR Tendulkar,2011,273,53,16,96,0.5520833333333334
SR Tendulkar,2011,277,31,9,54,0.5740740740740741
SR Tendulkar,2011,282,15,4,24,0.625
SR Tendulkar,2011,287,6,2,12,0.5
SR Tendulkar,2011,292,47,15,90,0.5222222222222223
SR Tendulkar,2011,299,33,12,72,0.4583333333333333
SR Tendulkar,2011,303,41,13,78,0.5256410256410257
SR Tendulkar,2011,305,37,11,66,0.5606060606060606
SR Tendulkar,2011,306,41,8,48,0.8541666666666666
SR Tendulkar,2012,308,17,8,48,0.3541666666666667
SR Tendulkar,2012,336,25,8,48,0.5208333333333334
SR Tendulkar,2012,340,35,10,60,0.5833333333333334
SR Tendulkar,2012,342,7,2,12,0.5833333333333334
SR Tendulkar,2012,346,17,5,30,0.5666666666666667
SR Tendulkar,2012,351,40,11,66,0.6060606060606061
SR Tendulkar,2012,355,74,14,84,0.8809523809523809
SR Tendulkar,2012,360,26,8,48,0.5416666666666666
SR Tendulkar,2012,363,2,1,6,0.3333333333333333
SR Tendulkar,2012,367,0,1,6,0.0
SR Tendulkar,2012,370,27,10,60,0.45
SR Tendulkar,2012,377,69,17,102,0.6764705882352942
SR Tendulkar,2012,379,12,3,18,0.6666666666666666
SR Tendulkar,2013,383,24,8,48,0.5
SR Tendulkar,2013,386,0,1,6,0.0
SR Tendulkar,2013,390,1,1,6,0.16666666666666666
SR Tendulkar,2013,395,45,8,48,0.9375
SR Tendulkar,2013,403,3,1,6,0.5
SR Tendulkar,2013,408,56,16,96,0.5833333333333334
SR Tendulkar,2013,413,2,3,18,0.1111111111111111
SR Tendulkar,2013,417,23,4,24,0.9583333333333334
SR Tendulkar,2013,421,9,3,18,0.5
SR Tendulkar,2013,423,16,4,24,0.6666666666666666
SR Tendulkar,2013,430,18,6,36,0.5
SR Tendulkar,2013,434,49,11,66,0.7424242424242424
SR Tendulkar,2013,439,18,5,30,0.6
SR Tendulkar,2013,444,40,11,66,0.6060606060606061
SR Watson,2008,62,21,5,30,0.7
SR Watson,2008,65,79,17,102,0.7745098039215687
SR Watson,2008,68,4,3,18,0.2222222222222222
SR Watson,2008,70,63,14,84,0.75
SR Watson,2008,78,0,1,6,0.0
SR Watson,2008,83,14,2,12,1.1666666666666667
SR Watson,2008,86,35,6,36,0.9722222222222222
SR Watson,2008,89,5,1,6,0.8333333333333334
SR Watson,2008,93,81,12,72,1.125
SR Watson,2008,97,23,8,48,0.4791666666666667
SR Watson,2008,101,48,8,48,1.0
SR Watson,2008,105,21,5,30,0.7
SR Watson,2008,113,20,7,42,0.47619047619047616
SR Watson,2008,115,53,9,54,0.9814814814814815
SR Watson,2008,117,29,9,54,0.5370370370370371
SR Watson,2010,206,62,8,48,1.2916666666666667
SR Watson,2010,210,60,15,90,0.6666666666666666
SR Watson,2010,219,1,1,6,0.16666666666666666
SR Watson,2010,223,23,8,48,0.4791666666666667
SR Watson,2010,227,44,8,48,0.9166666666666666
SR Watson,2011,246,22,6,36,0.6111111111111112
SR Watson,2011,251,11,4,24,0.4583333333333333
SR Watson,2011,256,25,5,30,0.8333333333333334
SR Watson,2011,261,49,14,84,0.5833333333333334
SR Watson,2011,267,26,12,72,0.3611111111111111
SR Watson,2011,271,13,5,30,0.43333333333333335
SR Watson,2011,276,36,10,60,0.6
SR Watson,2011,285,11,6,36,0.3055555555555556
SR Watson,2011,288,35,9,54,0.6481481481481481
SR Watson,2011,294,20,5,30,0.6666666666666666
SR Watson,2011,299,91,12,72,1.2638888888888888
SR Watson,2012,349,8,3,18,0.4444444444444444
SR Watson,2012,354,37,6,36,1.0277777777777777
SR Watson,2012,358,90,16,96,0.9375
SR Watson,2012,361,9,5,30,0.3
SR Watson,2012,365,58,11,66,0.8787878787878788
SR Watson,2012,373,13,6,36,0.3611111111111111
SR Watson,2012,377,49,11,66,0.7424242424242424
SR Watson,2013,389,6,3,18,0.3333333333333333
SR Watson,2013,398,39,5,30,1.3
SR Watson,2013,403,36,7,42,0.8571428571428571
SR Watson,2013,407,6,3,18,0.3333333333333333
SR Watson,2013,410,106,18,108,0.9814814814814815
SR Watson,2013,416,98,16,96,1.0208333333333333
SR Watson,2013,420,44,13,78,0.5641025641025641
SR Watson,2013,427,41,11,66,0.6212121212121212
SR Watson,2013,431,5,3,18,0.2777777777777778
SR Watson,2013,433,28,4,24,1.1666666666666667
SR Watson,2013,436,31,9,54,0.5740740740740741
SR Watson,2013,442,70,13,78,0.8974358974358975
SR Watson,2013,447,20,6,36,0.5555555555555556
SR Watson,2013,449,13,6,36,0.3611111111111111
SR Watson,2013,455,24,4,24,1.0
SR Watson,2013,456,6,3,18,0.3333333333333333
SR Watson,2014,461,3,4,24,0.125
SR Watson,2014,464,51,8,48,1.0625
SR Watson,2014,467,7,2,12,0.5833333333333334
SR Watson,2014,471,24,7,42,0.5714285714285714
SR Watson,2014,476,39,9,54,0.7222222222222222
SR Watson,2014,480,16,3,18,0.8888888888888888
SR Watson,2014,482,34,6,36,0.9444444444444444
SR Watson,2014,487,12,3,18,0.6666666666666666
SR Watson,2014,492,1,2,12,0.08333333333333333
SR Watson,2014,494,60,12,72,0.8333333333333334
SR Watson,2014,501,5,2,12,0.4166666666666667
SR Watson,2014,509,0,1,6,0.0
SR Watson,2014,513,9,6,36,0.25
SR Watson,2015,533,74,17,102,0.7254901960784313
SR Watson,2015,536,50,11,66,0.7575757575757576
SR Watson,2015,540,27,6,36,0.75
SR Watson,2015,549,32,9,54,0.5925925925925926
SR Watson,2015,553,24,7,42,0.5714285714285714
SR Watson,2015,558,12,3,18,0.6666666666666666
SR Watson,2015,563,28,9,54,0.5185185185185185
SR Watson,2015,570,109,19,114,0.956140350877193
SR Watson,2015,574,10,2,12,0.8333333333333334
SR Watson,2016,580,20,3,18,1.1111111111111112
SR Watson,2016,587,33,6,36,0.9166666666666666
SR Watson,2016,590,5,4,24,0.20833333333333334
SR Watson,2016,592,1,1,6,0.16666666666666666
SR Watson,2016,595,6,2,12,0.5
SR Watson,2016,603,2,2,12,0.16666666666666666
SR Watson,2016,606,34,7,42,0.8095238095238095
SR Watson,2016,611,36,4,24,1.5
SR Watson,2016,615,1,2,12,0.08333333333333333
SR Watson,2016,617,15,5,30,0.5
SR Watson,2016,620,0,1,6,0.0
SR Watson,2016,626,1,1,6,0.16666666666666666
SR Watson,2016,632,14,5,30,0.4666666666666667
SR Watson,2016,633,1,2,12,0.08333333333333333
SR Watson,2016,636,11,3,18,0.6111111111111112
SR Watson,2017,1,22,7,42,0.5238095238095238
SR Watson,2017,5,26,8,48,0.5416666666666666
SR Watson,2017,8,1,1,6,0.16666666666666666
SR Watson,2017,17,14,6,36,0.3888888888888889
SR Watson,2017,37,3,2,12,0.25
SR Watson,2017,42,3,4,24,0.125
SR Watson,2017,55,6,2,12,0.5
SS Iyer,2015,519,7,2,12,0.5833333333333334
SS Iyer,2015,523,44,10,60,0.7333333333333333
SS Iyer,2015,528,8,1,6,1.3333333333333333
SS Iyer,2015,531,63,11,66,0.9545454545454546
SS Iyer,2015,535,37,7,42,0.8809523809523809
SS Iyer,2015,539,85,16,96,0.8854166666666666
SS Iyer,2015,543,1,1,6,0.16666666666666666
SS Iyer,2015,545,41,10,60,0.6833333333333333
SS Iyer,2015,548,56,13,78,0.717948717948718
SS Iyer,2015,553,10,4,24,0.4166666666666667
SS Iyer,2015,556,20,5,30,0.6666666666666666
SS Iyer,2015,561,0,2,12,0.0
SS Iyer,2015,565,70,16,96,0.7291666666666666
SS Iyer,2015,571,21,7,42,0.5
SS Iyer,2016,578,0,1,6,0.0
SS Iyer,2016,583,3,3,18,0.16666666666666666
SS Iyer,2016,587,1,1,6,0.16666666666666666
