player,season,match_id,no. of runs,no. of overs,no. of balls,strike rate
J Botha,2015,545,17,1,6,2.8333333333333335
J Botha,2015,555,12,3,18,0.6666666666666666
J Botha,2015,560,3,3,18,0.16666666666666666
J Suchith,2015,524,34,8,48,0.7083333333333334
J Suchith,2015,526,2,1,6,0.3333333333333333
J Suchith,2015,541,10,2,12,0.8333333333333334
J Suchith,2015,562,4,2,12,0.3333333333333333
J Suchith,2015,573,1,1,6,0.16666666666666666
J Syed Mohammad,2011,263,13,3,18,0.7222222222222222
J Syed Mohammad,2011,307,3,2,12,0.25
J Syed Mohammad,2012,356,4,1,6,0.6666666666666666
J Syed Mohammad,2013,401,1,1,6,0.16666666666666666
J Syed Mohammad,2013,417,9,4,24,0.375
J Theron,2010,190,1,1,6,0.16666666666666666
J Theron,2010,193,2,2,12,0.16666666666666666
J Theron,2012,359,7,3,18,0.3888888888888889
J Theron,2015,549,1,1,6,0.16666666666666666
J Yadav,2016,609,3,1,6,0.5
J Yadav,2016,632,5,3,18,0.2777777777777778
JA Morkel,2008,79,28,6,36,0.7777777777777778
JA Morkel,2008,83,42,10,60,0.7
JA Morkel,2008,85,30,7,42,0.7142857142857143
JA Morkel,2008,87,31,5,30,1.0333333333333334
JA Morkel,2008,91,7,3,18,0.3888888888888889
JA Morkel,2008,96,10,1,6,1.6666666666666667
JA Morkel,2008,107,1,2,12,0.08333333333333333
JA Morkel,2008,110,73,12,72,1.0138888888888888
JA Morkel,2008,114,12,5,30,0.4
JA Morkel,2008,117,17,3,18,0.9444444444444444
JA Morkel,2009,122,5,1,6,0.8333333333333334
JA Morkel,2009,125,14,6,36,0.3888888888888889
JA Morkel,2009,131,13,4,24,0.5416666666666666
JA Morkel,2009,137,4,1,6,0.6666666666666666
JA Morkel,2009,141,6,3,18,0.3333333333333333
JA Morkel,2009,144,4,2,12,0.3333333333333333
JA Morkel,2009,149,2,1,6,0.3333333333333333
JA Morkel,2009,159,9,2,12,0.75
JA Morkel,2009,166,22,3,18,1.2222222222222223
JA Morkel,2009,173,23,6,36,0.6388888888888888
JA Morkel,2010,179,44,10,60,0.7333333333333333
JA Morkel,2010,185,0,3,18,0.0
JA Morkel,2010,190,15,7,42,0.35714285714285715
JA Morkel,2010,192,20,8,48,0.4166666666666667
JA Morkel,2010,198,28,4,24,1.1666666666666667
JA Morkel,2010,202,2,2,12,0.16666666666666666
JA Morkel,2010,206,66,12,72,0.9166666666666666
JA Morkel,2010,224,1,1,6,0.16666666666666666
JA Morkel,2010,228,15,3,18,0.8333333333333334
JA Morkel,2010,232,4,2,12,0.3333333333333333
JA Morkel,2010,234,15,2,12,1.25
JA Morkel,2011,235,15,3,18,0.8333333333333334
JA Morkel,2011,248,9,4,24,0.375
JA Morkel,2011,252,9,2,12,0.75
JA Morkel,2011,257,5,2,12,0.4166666666666667
JA Morkel,2011,262,1,2,12,0.08333333333333333
JA Morkel,2011,272,20,1,6,3.3333333333333335
JA Morkel,2011,281,32,9,54,0.5925925925925926
JA Morkel,2011,285,7,2,12,0.5833333333333334
JA Morkel,2011,297,14,4,24,0.5833333333333334
JA Morkel,2011,302,6,3,18,0.3333333333333333
JA Morkel,2011,304,28,4,24,1.1666666666666667
JA Morkel,2011,307,2,2,12,0.16666666666666666
JA Morkel,2012,308,5,3,18,0.2777777777777778
JA Morkel,2012,313,5,2,12,0.4166666666666667
JA Morkel,2012,318,3,2,12,0.25
JA Morkel,2012,320,28,2,12,2.3333333333333335
JA Morkel,2012,324,3,1,6,0.5
JA Morkel,2012,343,8,5,30,0.26666666666666666
JA Morkel,2012,347,13,2,12,1.0833333333333333
JA Morkel,2012,352,14,2,12,1.1666666666666667
JA Morkel,2012,355,3,2,12,0.25
JA Morkel,2012,361,18,2,12,1.5
JA Morkel,2012,371,14,3,18,0.7777777777777778
JA Morkel,2012,380,0,1,6,0.0
JA Morkel,2013,399,13,5,30,0.43333333333333335
JA Morkel,2013,425,23,7,42,0.5476190476190477
JA Morkel,2013,457,10,4,24,0.4166666666666667
JA Morkel,2014,468,6,2,12,0.5
JA Morkel,2014,471,8,4,24,0.3333333333333333
JA Morkel,2014,475,16,5,30,0.5333333333333333
JA Morkel,2014,488,16,3,18,0.8888888888888888
JA Morkel,2014,492,1,1,6,0.16666666666666666
JA Morkel,2015,519,77,18,108,0.7129629629629629
JA Morkel,2015,545,6,1,6,1.0
JA Morkel,2015,565,8,3,18,0.4444444444444444
JA Morkel,2016,596,17,5,30,0.5666666666666667
JC Buttler,2016,577,0,2,12,0.0
JC Buttler,2016,581,41,7,42,0.9761904761904762
JC Buttler,2016,585,18,6,36,0.5
JC Buttler,2016,588,11,4,24,0.4583333333333333
JC Buttler,2016,590,28,6,36,0.7777777777777778
JC Buttler,2016,593,2,3,18,0.1111111111111111
JC Buttler,2016,597,25,4,24,1.0416666666666667
JC Buttler,2016,600,15,4,24,0.625
JC Buttler,2016,605,29,8,48,0.6041666666666666
JC Buttler,2016,613,2,1,6,0.3333333333333333
JC Buttler,2016,617,31,4,24,1.2916666666666667
JC Buttler,2016,619,9,6,36,0.25
JC Buttler,2016,623,19,3,18,1.0555555555555556
JC Buttler,2016,630,34,9,54,0.6296296296296297
JC Buttler,2017,2,38,6,36,1.0555555555555556
JC Buttler,2017,7,32,9,54,0.5925925925925926
JC Buttler,2017,10,15,4,24,0.625
JC Buttler,2017,12,2,2,12,0.16666666666666666
JC Buttler,2017,16,28,11,66,0.42424242424242425
JC Buttler,2017,22,79,14,84,0.9404761904761905
JC Buttler,2017,24,35,5,30,1.1666666666666667
JC Buttler,2017,28,17,4,24,0.7083333333333334
JC Buttler,2017,34,10,2,12,0.8333333333333334
JC Buttler,2017,37,34,8,48,0.7083333333333334
JD Ryder,2009,119,0,1,6,0.0
JD Ryder,2009,124,0,1,6,0.0
JD Ryder,2009,127,32,5,30,1.0666666666666667
JD Ryder,2009,139,2,1,6,0.3333333333333333
JD Ryder,2009,156,23,8,48,0.4791666666666667
JD Ryder,2011,239,32,6,36,0.8888888888888888
JD Ryder,2011,244,18,3,18,1.0
JD Ryder,2011,250,63,8,48,1.3125
JD Ryder,2011,254,14,4,24,0.5833333333333334
JD Ryder,2011,262,17,4,24,0.7083333333333334
JD Ryder,2011,264,20,4,24,0.8333333333333334
JD Ryder,2011,268,52,12,72,0.7222222222222222
JD Ryder,2011,271,18,3,18,1.0
JD Ryder,2011,277,0,1,6,0.0
JD Ryder,2011,284,16,4,24,0.6666666666666666
JD Ryder,2011,286,36,7,42,0.8571428571428571
JD Ryder,2011,295,18,4,24,0.75
JD Ryder,2011,298,1,2,12,0.08333333333333333
JD Ryder,2012,315,10,4,24,0.4166666666666667
JD Ryder,2012,321,8,3,18,0.4444444444444444
JD Ryder,2012,324,73,19,114,0.6403508771929824
JD Ryder,2012,329,34,7,42,0.8095238095238095
JD Ryder,2012,332,9,3,18,0.5
JD Ryder,2012,335,89,19,114,0.7807017543859649
JD Ryder,2012,339,0,1,6,0.0
JD Ryder,2012,341,7,3,18,0.3888888888888889
JD Ryder,2012,351,9,5,30,0.3
JD Ryder,2012,365,1,1,6,0.16666666666666666
JD Ryder,2012,375,28,10,60,0.4666666666666667
JD Unadkat,2013,388,1,1,6,0.16666666666666666
JD Unadkat,2013,441,1,1,6,0.16666666666666666
JD Unadkat,2014,465,1,2,12,0.08333333333333333
JD Unadkat,2014,512,0,1,6,0.0
JD Unadkat,2017,17,3,2,12,0.25
JDP Oram,2008,61,14,4,24,0.5833333333333334
JDP Oram,2008,67,5,1,6,0.8333333333333334
JDP Oram,2009,118,8,3,18,0.4444444444444444
JDP Oram,2009,131,42,8,48,0.875
JDP Oram,2009,137,2,2,12,0.16666666666666666
JDP Oram,2009,141,3,3,18,0.16666666666666666
JDP Oram,2009,152,1,2,12,0.08333333333333333
JDP Oram,2009,159,7,7,42,0.16666666666666666
JDP Oram,2009,169,19,9,54,0.35185185185185186
JDP Oram,2009,173,9,3,18,0.5
JDP Oram,2011,294,0,3,18,0.0
JDS Neesham,2014,463,11,3,18,0.6111111111111112
JDS Neesham,2014,465,22,5,30,0.7333333333333333
JDS Neesham,2014,512,12,5,30,0.4
JE Taylor,2011,262,3,1,6,0.5
JE Taylor,2011,264,1,1,6,0.16666666666666666
JEC Franklin,2011,254,6,2,12,0.5
JEC Franklin,2011,299,11,2,12,0.9166666666666666
JEC Franklin,2011,303,46,8,48,0.9583333333333334
JEC Franklin,2011,305,31,9,54,0.5740740740740741
JEC Franklin,2011,306,17,7,42,0.40476190476190477
JEC Franklin,2012,308,26,8,48,0.5416666666666666
JEC Franklin,2012,310,35,16,96,0.3645833333333333
JEC Franklin,2012,316,8,2,12,0.6666666666666666
JEC Franklin,2012,319,2,2,12,0.16666666666666666
JEC Franklin,2012,336,79,19,114,0.6929824561403509
JEC Franklin,2012,340,23,8,48,0.4791666666666667
JEC Franklin,2012,346,15,9,54,0.2777777777777778
JEC Franklin,2012,351,27,6,36,0.75
JEC Franklin,2012,355,1,3,18,0.05555555555555555
JEC Franklin,2012,360,1,2,12,0.08333333333333333
JEC Franklin,2012,379,14,6,36,0.3888888888888889
JH Kallis,2008,60,9,3,18,0.5
JH Kallis,2008,63,25,11,66,0.3787878787878788
JH Kallis,2008,70,11,4,24,0.4583333333333333
JH Kallis,2008,74,14,4,24,0.5833333333333334
JH Kallis,2008,76,61,15,90,0.6777777777777778
JH Kallis,2008,80,31,7,42,0.7380952380952381
JH Kallis,2008,84,0,2,12,0.0
JH Kallis,2008,101,22,9,54,0.4074074074074074
JH Kallis,2008,104,32,6,36,0.8888888888888888
JH Kallis,2008,107,5,2,12,0.4166666666666667
JH Kallis,2008,111,7,2,12,0.5833333333333334
JH Kallis,2009,122,26,6,36,0.7222222222222222
JH Kallis,2009,124,15,4,24,0.625
JH Kallis,2009,127,64,15,90,0.7111111111111111
JH Kallis,2009,129,0,1,6,0.0
JH Kallis,2009,134,26,12,72,0.3611111111111111
JH Kallis,2009,139,30,8,48,0.625
JH Kallis,2009,143,73,17,102,0.7156862745098039
JH Kallis,2009,148,12,4,24,0.5
JH Kallis,2009,153,12,4,24,0.5
JH Kallis,2009,156,36,9,54,0.6666666666666666
JH Kallis,2009,159,1,1,6,0.16666666666666666
JH Kallis,2009,167,59,18,108,0.5462962962962963
JH Kallis,2009,171,5,2,12,0.4166666666666667
JH Kallis,2009,173,9,2,12,0.75
JH Kallis,2009,174,17,4,24,0.7083333333333334
JH Kallis,2010,178,67,18,108,0.6203703703703703
JH Kallis,2010,181,97,18,108,0.8981481481481481
JH Kallis,2010,184,51,10,60,0.85
JH Kallis,2010,188,67,20,120,0.5583333333333333
JH Kallis,2010,192,20,5,30,0.6666666666666666
JH Kallis,2010,197,32,10,60,0.5333333333333333
JH Kallis,2010,202,56,16,96,0.5833333333333334
JH Kallis,2010,205,9,5,30,0.3
JH Kallis,2010,209,55,16,96,0.5729166666666666
JH Kallis,2010,214,74,16,96,0.7708333333333334
JH Kallis,2010,217,8,3,18,0.4444444444444444
JH Kallis,2010,220,30,13,78,0.38461538461538464
JH Kallis,2010,223,0,1,6,0.0
JH Kallis,2010,226,14,6,36,0.3888888888888889
JH Kallis,2010,231,11,3,18,0.6111111111111112
JH Kallis,2010,233,21,8,48,0.4375
JH Kallis,2011,235,60,16,96,0.625
JH Kallis,2011,240,57,13,78,0.7307692307692307
JH Kallis,2011,246,81,18,108,0.75
JH Kallis,2011,251,0,1,6,0.0
JH Kallis,2011,255,6,4,24,0.25
JH Kallis,2011,258,47,14,84,0.5595238095238095
JH Kallis,2011,266,11,4,24,0.4583333333333333
JH Kallis,2011,270,1,2,12,0.08333333333333333
JH Kallis,2011,275,30,10,60,0.5
JH Kallis,2011,278,46,11,66,0.696969696969697
JH Kallis,2011,281,21,9,54,0.3888888888888889
JH Kallis,2011,291,17,4,24,0.7083333333333334
JH Kallis,2011,303,62,17,102,0.6078431372549019
JH Kallis,2011,305,7,2,12,0.5833333333333334
JH Kallis,2012,309,4,2,12,0.3333333333333333
JH Kallis,2012,314,6,2,12,0.5
JH Kallis,2012,317,25,7,42,0.5952380952380952
JH Kallis,2012,322,31,11,66,0.4696969696969697
JH Kallis,2012,325,1,2,12,0.08333333333333333
JH Kallis,2012,330,30,8,48,0.625
JH Kallis,2012,337,24,10,60,0.4
JH Kallis,2012,344,41,10,60,0.6833333333333333
JH Kallis,2012,347,32,11,66,0.48484848484848486
JH Kallis,2012,353,1,3,18,0.05555555555555555
JH Kallis,2012,357,33,9,54,0.6111111111111112
JH Kallis,2012,363,80,19,114,0.7017543859649122
JH Kallis,2012,368,4,4,24,0.16666666666666666
JH Kallis,2012,370,0,1,6,0.0
JH Kallis,2012,375,14,5,30,0.4666666666666667
JH Kallis,2012,378,31,10,60,0.5166666666666667
JH Kallis,2012,381,72,18,108,0.6666666666666666
JH Kallis,2013,382,24,7,42,0.5714285714285714
JH Kallis,2013,389,1,1,6,0.16666666666666666
JH Kallis,2013,392,16,7,42,0.38095238095238093
JH Kallis,2013,397,41,11,66,0.6212121212121212
JH Kallis,2013,400,1,2,12,0.08333333333333333
JH Kallis,2013,413,37,11,66,0.5606060606060606
JH Kallis,2013,415,41,10,60,0.6833333333333333
JH Kallis,2013,418,19,7,42,0.4523809523809524
JH Kallis,2013,424,13,6,36,0.3611111111111111
JH Kallis,2013,427,33,13,78,0.4230769230769231
JH Kallis,2013,434,24,10,60,0.4
JH Kallis,2013,437,2,2,12,0.16666666666666666
JH Kallis,2013,441,43,16,96,0.4479166666666667
JH Kallis,2013,445,4,3,18,0.2222222222222222
JH Kallis,2013,453,25,12,72,0.3472222222222222
JH Kallis,2014,458,72,16,96,0.75
JH Kallis,2014,463,1,1,6,0.16666666666666666
JH Kallis,2014,468,44,16,96,0.4583333333333333
JH Kallis,2014,472,9,3,18,0.5
JH Kallis,2014,476,14,6,36,0.3888888888888889
JH Kallis,2014,478,4,3,18,0.2222222222222222
JH Kallis,2014,485,10,2,12,0.8333333333333334
JJ Bumrah,2014,462,1,1,6,0.16666666666666666
JJ Bumrah,2014,508,1,1,6,0.16666666666666666
JJ Bumrah,2016,613,6,3,18,0.3333333333333333
JJ Bumrah,2016,619,2,2,12,0.16666666666666666
JJ Bumrah,2017,34,0,1,6,0.0
JJ Bumrah,2017,56,16,3,18,0.8888888888888888
JJ Roy,2017,3,15,4,24,0.625
JJ Roy,2017,6,31,6,36,0.8611111111111112
JJ Roy,2017,16,14,3,18,0.7777777777777778
JJ van der Wath,2011,245,0,1,6,0.0
JJ van der Wath,2011,248,15,4,24,0.625
JJ van der Wath,2011,296,4,3,18,0.2222222222222222
JM Kemp,2010,179,22,5,30,0.7333333333333333
JM Kemp,2010,185,5,3,18,0.2777777777777778
JO Holder,2014,511,16,4,24,0.6666666666666666
JO Holder,2016,602,0,1,6,0.0
JO Holder,2016,627,14,3,18,0.7777777777777778
JO Holder,2016,631,3,2,12,0.25
JO Holder,2016,634,8,3,18,0.4444444444444444
JP Duminy,2009,118,9,3,18,0.5
JP Duminy,2009,128,52,13,78,0.6666666666666666
JP Duminy,2009,132,19,6,36,0.5277777777777778
JP Duminy,2009,135,63,18,108,0.5833333333333334
JP Duminy,2009,138,56,13,78,0.717948717948718
JP Duminy,2009,143,1,3,18,0.05555555555555555
JP Duminy,2009,147,53,17,102,0.5196078431372549
JP Duminy,2009,150,0,1,6,0.0
JP Duminy,2009,153,60,12,72,0.8333333333333334
JP Duminy,2009,160,5,3,18,0.2777777777777778
JP Duminy,2009,162,65,18,108,0.6018518518518519
JP Duminy,2009,170,9,2,12,0.75
JP Duminy,2010,215,36,12,72,0.5
JP Duminy,2010,219,35,10,60,0.5833333333333334
JP Duminy,2010,221,22,7,42,0.5238095238095238
JP Duminy,2010,226,42,5,30,1.4
JP Duminy,2010,230,19,10,60,0.31666666666666665
JP Duminy,2010,231,3,2,12,0.25
JP Duminy,2010,234,6,2,12,0.5
JP Duminy,2011,236,14,6,36,0.3888888888888889
JP Duminy,2011,240,6,4,24,0.25
JP Duminy,2011,245,22,6,36,0.6111111111111112
JP Duminy,2011,249,19,7,42,0.4523809523809524
JP Duminy,2011,272,17,4,24,0.7083333333333334
JP Duminy,2011,279,58,10,60,0.9666666666666667
JP Duminy,2011,286,30,12,72,0.4166666666666667
JP Duminy,2011,292,8,4,24,0.3333333333333333
JP Duminy,2011,295,24,9,54,0.4444444444444444
JP Duminy,2011,300,12,4,24,0.5
JP Duminy,2012,323,4,2,12,0.3333333333333333
JP Duminy,2012,328,61,7,42,1.4523809523809523
JP Duminy,2012,331,13,3,18,0.7222222222222222
JP Duminy,2012,337,16,6,36,0.4444444444444444
JP Duminy,2012,341,30,9,54,0.5555555555555556
JP Duminy,2012,346,27,11,66,0.4090909090909091
JP Duminy,2012,348,4,1,6,0.6666666666666666
JP Duminy,2012,373,28,10,60,0.4666666666666667
JP Duminy,2012,376,74,15,90,0.8222222222222222
JP Duminy,2014,459,73,16,96,0.7604166666666666
JP Duminy,2014,463,56,13,78,0.717948717948718
JP Duminy,2014,465,15,5,30,0.5
JP Duminy,2014,469,22,3,18,1.2222222222222223
JP Duminy,2014,473,20,10,60,0.3333333333333333
JP Duminy,2014,480,39,10,60,0.65
JP Duminy,2014,483,28,6,36,0.7777777777777778
JP Duminy,2014,485,41,11,66,0.6212121212121212
JP Duminy,2014,489,4,2,12,0.3333333333333333
JP Duminy,2014,495,49,9,54,0.9074074074074074
JP Duminy,2014,498,8,3,18,0.4444444444444444
JP Duminy,2014,502,18,7,42,0.42857142857142855
JP Duminy,2014,508,47,11,66,0.7121212121212122
JP Duminy,2014,512,8,4,24,0.3333333333333333
JP Duminy,2015,519,5,2,12,0.4166666666666667
JP Duminy,2015,523,48,15,90,0.5333333333333333
JP Duminy,2015,528,22,5,30,0.7333333333333333
JP Duminy,2015,531,58,13,78,0.7435897435897436
JP Duminy,2015,535,5,3,18,0.2777777777777778
JP Duminy,2015,539,82,18,108,0.7592592592592593
JP Duminy,2015,543,15,6,36,0.4166666666666667
JP Duminy,2015,545,26,7,42,0.6190476190476191
JP Duminy,2015,553,57,14,84,0.6785714285714286
JP Duminy,2015,556,29,6,36,0.8055555555555556
JP Duminy,2015,561,13,9,54,0.24074074074074073
JP Duminy,2015,565,6,3,18,0.3333333333333333
JP Duminy,2015,571,70,14,84,0.8333333333333334
JP Duminy,2016,587,8,2,12,0.6666666666666666
JP Duminy,2016,593,51,12,72,0.7083333333333334
JP Duminy,2016,599,49,14,84,0.5833333333333334
JP Duminy,2016,607,13,3,18,0.7222222222222222
JP Duminy,2016,609,35,11,66,0.5303030303030303
JP Duminy,2016,623,10,4,24,0.4166666666666667
JP Duminy,2016,625,14,6,36,0.3888888888888889
JP Duminy,2016,628,17,6,36,0.4722222222222222
JP Faulkner,2012,311,11,4,24,0.4583333333333333
JP Faulkner,2012,315,4,2,12,0.3333333333333333
JP Faulkner,2013,393,19,5,30,0.6333333333333333
JP Faulkner,2013,407,3,2,12,0.25
JP Faulkner,2013,420,1,1,6,0.16666666666666666
JP Faulkner,2013,427,1,2,12,0.08333333333333333
JP Faulkner,2013,431,3,1,6,0.5
JP Faulkner,2013,442,1,1,6,0.16666666666666666
JP Faulkner,2013,447,12,4,24,0.5
JP Faulkner,2013,449,6,2,12,0.5
JP Faulkner,2013,455,11,3,18,0.6111111111111112
JP Faulkner,2014,461,8,1,6,1.3333333333333333
JP Faulkner,2014,464,9,3,18,0.5
JP Faulkner,2014,467,4,1,6,0.6666666666666666
JP Faulkner,2014,476,2,1,6,0.3333333333333333
JP Faulkner,2014,482,1,1,6,0.16666666666666666
JP Faulkner,2014,487,4,3,18,0.2222222222222222
JP Faulkner,2014,492,43,5,30,1.4333333333333333
JP Faulkner,2014,494,1,2,12,0.08333333333333333
JP Faulkner,2014,498,24,2,12,2.0
JP Faulkner,2014,501,33,8,48,0.6875
JP Faulkner,2014,509,35,4,24,1.4583333333333333
JP Faulkner,2014,513,25,5,30,0.8333333333333334
JP Faulkner,2015,520,50,9,54,0.9259259259259259
JP Faulkner,2015,523,17,4,24,0.7083333333333334
JP Faulkner,2015,526,6,5,30,0.2
JP Faulkner,2015,529,7,2,12,0.5833333333333334
JP Faulkner,2015,536,3,3,18,0.16666666666666666
JP Faulkner,2015,540,4,2,12,0.3333333333333333
JP Faulkner,2015,553,9,2,12,0.75
JP Faulkner,2015,558,31,7,42,0.7380952380952381
JP Faulkner,2015,563,17,5,30,0.5666666666666667
JP Faulkner,2015,570,6,2,12,0.5
JP Faulkner,2015,574,5,1,6,0.8333333333333334
JP Faulkner,2016,585,8,3,18,0.4444444444444444
JP Faulkner,2016,599,22,4,24,0.9166666666666666
JP Faulkner,2016,601,10,2,12,0.8333333333333334
JP Faulkner,2016,604,33,10,60,0.55
JP Faulkner,2016,607,7,2,12,0.5833333333333334
JP Faulkner,2017,23,4,2,12,0.3333333333333333
JP Faulkner,2017,34,24,8,48,0.5
JP Faulkner,2017,38,6,3,18,0.3333333333333333
JP Faulkner,2017,41,2,2,12,0.16666666666666666
JP Faulkner,2017,49,14,2,12,1.1666666666666667
JP Faulkner,2017,52,8,4,24,0.3333333333333333
JR Hopes,2008,61,72,11,66,1.0909090909090908
JR Hopes,2008,65,16,7,42,0.38095238095238093
JR Hopes,2008,81,18,3,18,1.0
JR Hopes,2008,84,6,2,12,0.5
JR Hopes,2008,91,14,2,12,1.1666666666666667
JR Hopes,2008,94,27,6,36,0.75
JR Hopes,2008,97,51,13,78,0.6538461538461539
JR Hopes,2008,100,5,4,24,0.20833333333333334
JR Hopes,2008,106,0,1,6,0.0
JR Hopes,2008,112,18,4,24,0.75
JR Hopes,2008,116,2,2,12,0.16666666666666666
JR Hopes,2011,250,13,2,12,1.0833333333333333
JR Hopes,2011,253,17,6,36,0.4722222222222222
JR Hopes,2011,263,57,14,84,0.6785714285714286
JR Hopes,2011,266,28,13,78,0.358974358974359
JR Hopes,2011,279,17,3,18,0.9444444444444444
JR Hopes,2011,282,57,15,90,0.6333333333333333
JR Hopes,2011,289,8,3,18,0.4444444444444444
JR Hopes,2011,293,7,3,18,0.3888888888888889
Jaskaran Singh,2010,175,4,2,12,0.3333333333333333
Jaskaran Singh,2010,186,3,1,6,0.5
Jaskaran Singh,2010,199,1,1,6,0.16666666666666666
Jaskaran Singh,2010,207,0,1,6,0.0
Joginder Sharma,2008,83,0,1,6,0.0
Joginder Sharma,2008,85,16,5,30,0.5333333333333333
Joginder Sharma,2009,118,16,5,30,0.5333333333333333
Joginder Sharma,2009,125,4,1,6,0.6666666666666666
Joginder Sharma,2011,257,0,1,6,0.0
K Goel,2008,61,25,6,36,0.6944444444444444
K Goel,2008,65,26,4,24,1.0833333333333333
K Goel,2008,69,19,6,36,0.5277777777777778
K Goel,2008,73,1,1,6,0.16666666666666666
K Goel,2008,81,7,3,18,0.3888888888888889
K Goel,2008,91,1,3,18,0.05555555555555555
K Goel,2009,120,42,6,36,1.1666666666666667
K Goel,2009,123,0,2,12,0.0
K Goel,2009,127,22,7,42,0.5238095238095238
K Goel,2009,135,12,4,24,0.5
K Goel,2009,139,20,11,66,0.30303030303030304
K Goel,2009,145,1,1,6,0.16666666666666666
K Goel,2009,149,16,6,36,0.4444444444444444
K Goel,2009,157,23,9,54,0.42592592592592593
K Goel,2010,196,18,6,36,0.5
K Goel,2010,201,1,2,12,0.08333333333333333
K Rabada,2017,24,48,14,84,0.5714285714285714
K Rabada,2017,35,12,8,48,0.25
K Rabada,2017,44,0,3,18,0.0
K Upadhyay,2012,362,11,2,12,0.9166666666666666
K Upadhyay,2013,437,1,1,6,0.16666666666666666
KA Pollard,2010,183,11,3,18,0.6111111111111112
KA Pollard,2010,188,22,7,42,0.5238095238095238
KA Pollard,2010,191,7,2,12,0.5833333333333334
KA Pollard,2010,194,20,4,24,0.8333333333333334
KA Pollard,2010,199,1,2,12,0.08333333333333333
KA Pollard,2010,201,22,5,30,0.7333333333333333
KA Pollard,2010,207,21,3,18,1.1666666666666667
KA Pollard,2010,211,5,3,18,0.2777777777777778
KA Pollard,2010,215,20,5,30,0.6666666666666666
KA Pollard,2010,219,26,5,30,0.8666666666666667
KA Pollard,2010,221,45,3,18,2.5
KA Pollard,2010,226,23,4,24,0.9583333333333334
KA Pollard,2010,231,34,3,18,1.8888888888888888
KA Pollard,2010,234,27,2,12,2.25
KA Pollard,2011,257,1,1,6,0.16666666666666666
KA Pollard,2011,260,0,1,6,0.0
KA Pollard,2011,267,7,6,36,0.19444444444444445
KA Pollard,2011,273,21,4,24,0.875
KA Pollard,2011,277,36,6,36,1.0
KA Pollard,2011,282,10,4,24,0.4166666666666667
KA Pollard,2011,287,19,5,30,0.6333333333333333
KA Pollard,2011,292,25,5,30,0.8333333333333334
KA Pollard,2011,299,20,7,42,0.47619047619047616
KA Pollard,2011,303,19,8,48,0.3958333333333333
KA Pollard,2011,305,3,4,24,0.125
KA Pollard,2011,306,3,2,12,0.25
KA Pollard,2012,310,8,4,24,0.3333333333333333
KA Pollard,2012,316,24,6,36,0.6666666666666666
KA Pollard,2012,319,67,9,54,1.2407407407407407
KA Pollard,2012,327,2,2,12,0.16666666666666666
KA Pollard,2012,336,7,3,18,0.3888888888888889
KA Pollard,2012,340,5,4,24,0.20833333333333334
KA Pollard,2012,342,16,4,24,0.6666666666666666
KA Pollard,2012,360,21,5,30,0.7
KA Pollard,2012,367,55,12,72,0.7638888888888888
KA Pollard,2012,370,8,2,12,0.6666666666666666
KA Pollard,2012,379,19,6,36,0.5277777777777778
KA Pollard,2013,383,5,1,6,0.8333333333333334
KA Pollard,2013,386,60,12,72,0.8333333333333334
KA Pollard,2013,390,15,4,24,0.625
KA Pollard,2013,395,20,5,30,0.6666666666666666
KA Pollard,2013,403,1,2,12,0.08333333333333333
KA Pollard,2013,408,19,4,24,0.7916666666666666
KA Pollard,2013,413,33,9,54,0.6111111111111112
KA Pollard,2013,417,35,4,24,1.4583333333333333
KA Pollard,2013,421,24,7,42,0.5714285714285714
KA Pollard,2013,423,14,8,48,0.2916666666666667
KA Pollard,2013,430,1,3,18,0.05555555555555555
KA Pollard,2013,434,4,1,6,0.6666666666666666
KA Pollard,2013,444,68,7,42,1.619047619047619
KA Pollard,2013,447,20,4,24,0.8333333333333334
KA Pollard,2013,450,24,7,42,0.5714285714285714
KA Pollard,2013,454,25,5,30,0.8333333333333334
KA Pollard,2013,456,11,3,18,0.6111111111111112
KA Pollard,2013,457,60,11,66,0.9090909090909091
KA Pollard,2014,458,7,4,24,0.2916666666666667
KA Pollard,2014,462,3,3,18,0.16666666666666666
KA Pollard,2014,470,12,4,24,0.5
KA Pollard,2014,473,34,11,66,0.5151515151515151
KA Pollard,2014,477,80,15,90,0.8888888888888888
KA Pollard,2014,479,29,5,30,0.9666666666666667
KA Pollard,2014,484,45,10,60,0.75
KA Pollard,2014,490,0,1,6,0.0
KA Pollard,2014,493,6,3,18,0.3333333333333333
KA Pollard,2014,497,10,4,24,0.4166666666666667
KA Pollard,2014,501,17,6,36,0.4722222222222222
KA Pollard,2014,505,8,2,12,0.6666666666666666
KA Pollard,2014,508,11,3,18,0.6111111111111112
KA Pollard,2014,513,7,1,6,1.1666666666666667
